accuracy_snapshot,chapter,chapter_id,correct_count,device_type,duration_seconds,end_time,form,highest_streak,incorrect_count,paper_type,persona,practice_id,session_language,start_time,synthetic_student_index,total_questions_answered,user_id
0.0,Chapter 7: Measures of Dispersion for Grouped Data,17,0,Mobile,711,2026-02-16 20:26:51,Form 5,0,6,kertas1,Consistent Climber,645299,english,2026-02-16 20:15:00,1309,6,16071
0.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,0,Laptop,1550,2026-02-16 22:10:50,Form 4,0,6,kertas2,Consistent Climber,645300,english,2026-02-16 21:45:00,1309,6,16071
63.64,Chapter 7: Measures of Dispersion for Grouped Data,17,7,Mobile,3272,2026-02-18 21:59:32,Form 5,3,4,kertas2,Consistent Climber,645301,english,2026-02-18 21:05:00,1309,11,16071
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Desktop,476,2026-02-18 21:37:56,Form 4,2,4,kertas1,Consistent Climber,645302,english,2026-02-18 21:30:00,1309,6,16071
100.0,Chapter 5: Network in Graph Theory,5,1,Desktop,258,2026-02-18 21:49:18,Form 4,1,0,kertas2,Consistent Climber,645303,english,2026-02-18 21:45:00,1309,1,16071
62.5,Chapter 4: Operations on Sets,4,5,Mobile,695,2026-02-18 22:14:35,Form 4,3,3,kertas1,Consistent Climber,645304,english,2026-02-18 22:03:00,1309,8,16071
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Desktop,691,2026-02-20 21:11:31,Form 5,1,5,kertas1,Consistent Climber,645305,english,2026-02-20 21:00:00,1309,7,16071
14.29,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Tablet,2565,2026-02-25 20:02:45,Form 5,1,6,kertas2,Consistent Climber,645306,english,2026-02-25 19:20:00,1309,7,16071
66.67,Chapter 9: Probability of Combined Events,9,2,Desktop,457,2026-02-25 20:37:37,Form 4,2,1,kertas2,Consistent Climber,645307,english,2026-02-25 20:30:00,1309,3,16071
50.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Laptop,178,2026-02-27 19:07:58,Form 5,1,1,kertas2,Consistent Climber,645308,english,2026-02-27 19:05:00,1309,2,16071
40.0,Chapter 5: Network in Graph Theory,5,2,Laptop,527,2026-02-27 21:53:47,Form 4,1,3,kertas1,Consistent Climber,645309,english,2026-02-27 21:45:00,1309,5,16071
33.33,Chapter 2: Number Bases,2,1,Desktop,539,2026-03-03 19:38:59,Form 4,1,2,kertas2,Consistent Climber,645310,english,2026-03-03 19:30:00,1309,3,16071
33.33,Chapter 1: Quadratic Functions and Equations in One Variable,1,2,Desktop,560,2026-03-04 19:24:20,Form 4,1,4,kertas1,Consistent Climber,645311,english,2026-03-04 19:15:00,1309,6,16071
33.33,Chapter 7: Measures of Dispersion for Grouped Data,17,1,Laptop,944,2026-03-04 19:45:44,Form 5,1,2,kertas2,Consistent Climber,645312,english,2026-03-04 19:30:00,1309,3,16071
20.0,Chapter 9: Probability of Combined Events,9,1,Tablet,465,2026-03-04 21:17:45,Form 4,1,4,kertas1,Consistent Climber,645313,english,2026-03-04 21:10:00,1309,5,16071
50.0,Chapter 5: Network in Graph Theory,5,1,Mobile,447,2026-03-05 19:37:27,Form 4,1,1,kertas2,Consistent Climber,645314,english,2026-03-05 19:30:00,1309,2,16071
20.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Mobile,2034,2026-03-05 20:48:54,Form 5,1,4,kertas2,Consistent Climber,645315,english,2026-03-05 20:15:00,1309,5,16071
50.0,Chapter 7: Measures of Dispersion for Grouped Data,17,3,Desktop,504,2026-03-06 19:08:24,Form 5,3,3,kertas1,Consistent Climber,645316,english,2026-03-06 19:00:00,1309,6,16071
20.0,Chapter 9: Probability of Combined Events,9,1,Tablet,591,2026-03-09 20:29:51,Form 4,1,4,kertas1,Consistent Climber,645317,english,2026-03-09 20:20:00,1309,5,16071
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,1,Laptop,302,2026-03-09 20:35:02,Form 4,1,1,kertas2,Consistent Climber,645318,english,2026-03-09 20:30:00,1309,2,16071
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,2,Laptop,548,2026-03-11 20:09:08,Form 5,1,2,kertas1,Consistent Climber,645319,english,2026-03-11 20:00:00,1309,4,16071
60.0,Chapter 6: Linear Inequalities in Two Variables,6,3,Laptop,518,2026-03-12 20:23:38,Form 4,2,2,kertas1,Consistent Climber,645320,english,2026-03-12 20:15:00,1309,5,16071
9.09,Chapter 4: Consumer Mathematics: Taxation,14,1,Mobile,3697,2026-03-17 20:51:37,Form 5,1,10,kertas2,Consistent Climber,645321,english,2026-03-17 19:50:00,1309,11,16071
42.86,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Tablet,818,2026-03-17 20:22:38,Form 5,1,4,kertas1,Consistent Climber,645322,english,2026-03-17 20:09:00,1309,7,16071
100.0,Chapter 10: Consumer Mathematics: Financial Management,10,2,Mobile,349,2026-03-19 19:25:49,Form 4,2,0,kertas2,Consistent Climber,645323,bm,2026-03-19 19:20:00,1309,2,16071
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Desktop,632,2026-03-19 20:30:32,Form 5,1,5,kertas1,Consistent Climber,645324,english,2026-03-19 20:20:00,1309,7,16071
9.09,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Mobile,4352,2026-03-25 22:52:32,Form 5,1,10,kertas2,Consistent Climber,645325,english,2026-03-25 21:40:00,1309,11,16071
20.0,Chapter 9: Probability of Combined Events,9,1,Desktop,774,2026-03-26 21:42:54,Form 4,1,4,kertas2,Consistent Climber,645326,english,2026-03-26 21:30:00,1309,5,16071
28.57,Chapter 7: Graphs of Motion,7,2,Mobile,596,2026-03-30 20:14:56,Form 4,1,5,kertas1,Consistent Climber,645327,english,2026-03-30 20:05:00,1309,7,16071
66.67,Chapter 9: Probability of Combined Events,9,2,Laptop,367,2026-03-30 20:56:07,Form 4,1,1,kertas2,Consistent Climber,645328,bm,2026-03-30 20:50:00,1309,3,16071
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Laptop,1358,2026-03-30 21:21:38,Form 5,1,5,kertas2,Consistent Climber,645329,english,2026-03-30 20:59:00,1309,7,16071
75.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,3,Mobile,502,2026-03-31 19:58:22,Form 5,2,1,kertas2,Consistent Climber,645330,english,2026-03-31 19:50:00,1309,4,16071
0.0,Chapter 4: Consumer Mathematics: Taxation,14,0,Tablet,1346,2026-03-31 22:07:26,Form 5,0,5,kertas2,Consistent Climber,645331,english,2026-03-31 21:45:00,1309,5,16071
33.33,Chapter 10: Consumer Mathematics: Financial Management,10,1,Laptop,584,2026-04-01 19:59:44,Form 4,1,2,kertas2,Consistent Climber,645332,english,2026-04-01 19:50:00,1309,3,16071
60.0,Chapter 10: Consumer Mathematics: Financial Management,10,3,Desktop,537,2026-04-01 21:28:57,Form 4,1,2,kertas1,Consistent Climber,645333,english,2026-04-01 21:20:00,1309,5,16071
71.43,Chapter 4: Operations on Sets,4,5,Laptop,648,2026-04-06 20:10:48,Form 4,2,2,kertas1,Consistent Climber,645334,english,2026-04-06 20:00:00,1309,7,16071
33.33,Chapter 2: Number Bases,2,1,Laptop,294,2026-04-06 21:09:54,Form 4,1,2,kertas1,Consistent Climber,645335,english,2026-04-06 21:05:00,1309,3,16071
80.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Desktop,495,2026-04-08 19:08:15,Form 4,4,1,kertas1,Consistent Climber,645336,english,2026-04-08 19:00:00,1309,5,16071
50.0,Chapter 7: Measures of Dispersion for Grouped Data,17,3,Desktop,514,2026-04-09 19:53:34,Form 5,2,3,kertas1,Consistent Climber,645337,english,2026-04-09 19:45:00,1309,6,16071
20.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,1,Desktop,366,2026-04-09 20:36:06,Form 5,1,4,kertas1,Consistent Climber,645338,english,2026-04-09 20:30:00,1309,5,16071
0.0,Chapter 4: Consumer Mathematics: Taxation,14,0,Mobile,3404,2026-04-13 20:01:44,Form 5,0,11,kertas2,Consistent Climber,645339,english,2026-04-13 19:05:00,1309,11,16071
50.0,Chapter 4: Consumer Mathematics: Taxation,14,1,Mobile,381,2026-04-13 19:51:21,Form 5,1,1,kertas2,Consistent Climber,645340,english,2026-04-13 19:45:00,1309,2,16071
20.0,Chapter 4: Operations on Sets,4,1,Desktop,2066,2026-04-14 20:49:26,Form 4,1,4,kertas2,Consistent Climber,645341,english,2026-04-14 20:15:00,1309,5,16071
100.0,Chapter 3: Consumer Mathematics: Insurance,13,1,Laptop,197,2026-04-15 21:03:17,Form 5,1,0,kertas2,Consistent Climber,645342,english,2026-04-15 21:00:00,1309,1,16071
0.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,0,Desktop,1248,2026-04-16 19:30:48,Form 4,0,4,kertas2,Consistent Climber,645343,english,2026-04-16 19:10:00,1309,4,16071
80.0,Chapter 6: Linear Inequalities in Two Variables,6,4,Laptop,432,2026-04-16 20:07:12,Form 4,3,1,kertas1,Consistent Climber,645344,english,2026-04-16 20:00:00,1309,5,16071
11.11,Chapter 4: Consumer Mathematics: Taxation,14,1,Tablet,3041,2026-04-16 21:05:41,Form 5,1,8,kertas2,Consistent Climber,645345,english,2026-04-16 20:15:00,1309,9,16071
50.0,Chapter 4: Operations on Sets,4,4,Laptop,614,2026-04-17 21:25:14,Form 4,2,4,kertas1,Consistent Climber,645346,english,2026-04-17 21:15:00,1309,8,16071
20.0,Chapter 9: Probability of Combined Events,9,1,Desktop,530,2026-04-21 20:08:50,Form 4,1,4,kertas1,Consistent Climber,645347,english,2026-04-21 20:00:00,1309,5,16071
100.0,Chapter 2: Number Bases,2,1,Tablet,351,2026-04-21 20:25:51,Form 4,1,0,kertas2,Consistent Climber,645348,english,2026-04-21 20:20:00,1309,1,16071
33.33,Chapter 7: Measures of Dispersion for Grouped Data,17,1,Desktop,703,2026-04-21 21:26:43,Form 5,1,2,kertas2,Consistent Climber,645349,english,2026-04-21 21:15:00,1309,3,16071
16.67,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Laptop,1720,2026-04-28 20:28:40,Form 4,1,5,kertas2,Consistent Climber,645350,english,2026-04-28 20:00:00,1309,6,16071
75.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Laptop,762,2026-04-29 20:12:42,Form 4,2,1,kertas2,Consistent Climber,645351,english,2026-04-29 20:00:00,1309,4,16071
60.0,Chapter 2: Matrices,12,3,Mobile,336,2026-04-29 21:15:36,Form 5,2,2,kertas1,Consistent Climber,645352,english,2026-04-29 21:10:00,1309,5,16071
100.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Laptop,222,2026-04-30 19:03:42,Form 4,1,0,kertas2,Consistent Climber,645353,english,2026-04-30 19:00:00,1309,1,16071
0.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,0,Tablet,230,2026-04-30 19:08:50,Form 4,0,1,kertas2,Consistent Climber,645354,english,2026-04-30 19:05:00,1309,1,16071
66.67,Chapter 7: Graphs of Motion,7,2,Tablet,367,2026-04-30 19:21:07,Form 4,2,1,kertas2,Consistent Climber,645355,english,2026-04-30 19:15:00,1309,3,16071
20.0,Chapter 4: Consumer Mathematics: Taxation,14,1,Laptop,1404,2026-04-30 21:38:24,Form 5,1,4,kertas2,Consistent Climber,645356,english,2026-04-30 21:15:00,1309,5,16071
33.33,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,3,Desktop,776,2026-05-01 21:17:56,Form 5,1,6,kertas1,Consistent Climber,645357,english,2026-05-01 21:05:00,1309,9,16071
62.5,Chapter 3: Consumer Mathematics: Insurance,13,5,Laptop,717,2026-05-04 21:01:57,Form 5,2,3,kertas1,Consistent Climber,645358,english,2026-05-04 20:50:00,1309,8,16071
50.0,Chapter 10: Consumer Mathematics: Financial Management,10,1,Desktop,282,2026-05-04 21:14:42,Form 4,1,1,kertas2,Consistent Climber,645359,english,2026-05-04 21:10:00,1309,2,16071
0.0,Chapter 9: Probability of Combined Events,9,0,Laptop,140,2026-05-06 21:02:20,Form 4,0,1,kertas2,Consistent Climber,645360,english,2026-05-06 21:00:00,1309,1,16071
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Laptop,572,2026-05-06 21:54:32,Form 5,1,5,kertas1,Consistent Climber,645361,english,2026-05-06 21:45:00,1309,7,16071
100.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,2,Tablet,264,2026-05-07 19:54:24,Form 5,2,0,kertas2,Consistent Climber,645362,english,2026-05-07 19:50:00,1309,2,16071
33.33,Chapter 2: Number Bases,2,1,Laptop,479,2026-05-08 20:17:59,Form 4,1,2,kertas2,Consistent Climber,645363,english,2026-05-08 20:10:00,1309,3,16071
33.33,Chapter 2: Number Bases,2,1,Laptop,216,2026-05-12 19:23:36,Form 4,1,2,kertas1,Consistent Climber,645364,english,2026-05-12 19:20:00,1309,3,16071
12.5,Chapter 5: Network in Graph Theory,5,1,Laptop,619,2026-02-07 16:50:19,Form 4,1,7,kertas1,Weekend Learner,645365,english,2026-02-07 16:40:00,1310,8,16072
14.29,Chapter 7: Graphs of Motion,7,1,Laptop,644,2026-02-08 11:15:44,Form 4,1,6,kertas1,Weekend Learner,645366,english,2026-02-08 11:05:00,1310,7,16072
0.0,Chapter 9: Probability of Combined Events,9,0,Laptop,1109,2026-02-08 12:08:29,Form 4,0,4,kertas2,Weekend Learner,645367,english,2026-02-08 11:50:00,1310,4,16072
25.0,Chapter 6: Linear Inequalities in Two Variables,6,1,Laptop,421,2026-02-14 10:52:01,Form 4,1,3,kertas1,Weekend Learner,645368,english,2026-02-14 10:45:00,1310,4,16072
75.0,Chapter 1: Variation,11,3,Mobile,397,2026-02-14 11:26:37,Form 5,2,1,kertas1,Weekend Learner,645369,bm,2026-02-14 11:20:00,1310,4,16072
60.0,Chapter 2: Matrices,12,3,Desktop,972,2026-02-15 20:21:12,Form 5,2,2,kertas2,Weekend Learner,645370,bm,2026-02-15 20:05:00,1310,5,16072
33.33,Chapter 7: Measures of Dispersion for Grouped Data,17,2,Mobile,628,2026-02-15 20:20:28,Form 5,1,4,kertas1,Weekend Learner,645371,english,2026-02-15 20:10:00,1310,6,16072
0.0,Chapter 3: Consumer Mathematics: Insurance,13,0,Desktop,599,2026-02-21 11:49:59,Form 5,0,6,kertas1,Weekend Learner,645372,english,2026-02-21 11:40:00,1310,6,16072
0.0,Chapter 10: Consumer Mathematics: Financial Management,10,0,Laptop,359,2026-03-01 20:45:59,Form 4,0,4,kertas1,Weekend Learner,645373,bm,2026-03-01 20:40:00,1310,4,16072
57.14,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,4,Desktop,625,2026-03-15 10:15:25,Form 5,3,3,kertas1,Weekend Learner,645374,english,2026-03-15 10:05:00,1310,7,16072
80.0,Chapter 7: Graphs of Motion,7,4,Laptop,351,2026-03-15 15:15:51,Form 4,4,1,kertas1,Weekend Learner,645375,english,2026-03-15 15:10:00,1310,5,16072
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,2,Desktop,370,2026-03-21 11:26:10,Form 4,1,2,kertas1,Weekend Learner,645376,english,2026-03-21 11:20:00,1310,4,16072
42.86,Chapter 1: Variation,11,3,Laptop,620,2026-03-21 15:50:20,Form 5,2,4,kertas1,Weekend Learner,645377,english,2026-03-21 15:40:00,1310,7,16072
50.0,Chapter 4: Operations on Sets,4,3,Desktop,415,2026-03-22 10:16:55,Form 4,2,3,kertas1,Weekend Learner,645378,english,2026-03-22 10:10:00,1310,6,16072
42.86,Chapter 3: Consumer Mathematics: Insurance,13,3,Mobile,631,2026-03-22 11:00:31,Form 5,2,4,kertas1,Weekend Learner,645379,english,2026-03-22 10:50:00,1310,7,16072
11.11,Chapter 10: Consumer Mathematics: Financial Management,10,1,Mobile,868,2026-03-22 11:19:28,Form 4,1,8,kertas1,Weekend Learner,645380,english,2026-03-22 11:05:00,1310,9,16072
22.22,Chapter 7: Measures of Dispersion for Grouped Data,17,2,Tablet,2549,2026-03-28 11:22:29,Form 5,1,7,kertas2,Weekend Learner,645381,english,2026-03-28 10:40:00,1310,9,16072
0.0,Chapter 2: Number Bases,2,0,Laptop,388,2026-03-28 11:21:28,Form 4,0,3,kertas1,Weekend Learner,645382,english,2026-03-28 11:15:00,1310,3,16072
0.0,Chapter 10: Consumer Mathematics: Financial Management,10,0,Tablet,438,2026-03-28 16:12:18,Form 4,0,4,kertas1,Weekend Learner,645383,english,2026-03-28 16:05:00,1310,4,16072
40.0,Chapter 9: Probability of Combined Events,9,2,Mobile,461,2026-03-28 20:57:41,Form 4,1,3,kertas1,Weekend Learner,645384,english,2026-03-28 20:50:00,1310,5,16072
50.0,Chapter 3: Logical Reasoning,3,3,Desktop,554,2026-04-05 10:49:14,Form 4,2,3,kertas1,Weekend Learner,645385,english,2026-04-05 10:40:00,1310,6,16072
40.0,Chapter 9: Probability of Combined Events,9,2,Tablet,514,2026-04-05 11:08:34,Form 4,1,3,kertas1,Weekend Learner,645386,english,2026-04-05 11:00:00,1310,5,16072
33.33,Chapter 7: Graphs of Motion,7,2,Tablet,579,2026-04-05 15:54:39,Form 4,1,4,kertas1,Weekend Learner,645387,english,2026-04-05 15:45:00,1310,6,16072
80.0,Chapter 3: Logical Reasoning,3,4,Desktop,490,2026-04-11 10:13:10,Form 4,3,1,kertas1,Weekend Learner,645388,english,2026-04-11 10:05:00,1310,5,16072
37.5,Chapter 5: Network in Graph Theory,5,3,Laptop,583,2026-04-12 15:09:43,Form 4,2,5,kertas1,Weekend Learner,645389,bm,2026-04-12 15:00:00,1310,8,16072
40.0,Chapter 2: Matrices,12,2,Desktop,456,2026-04-12 16:22:36,Form 5,1,3,kertas1,Weekend Learner,645390,english,2026-04-12 16:15:00,1310,5,16072
71.43,Chapter 7: Graphs of Motion,7,5,Desktop,651,2026-04-12 16:50:51,Form 4,3,2,kertas1,Weekend Learner,645391,english,2026-04-12 16:40:00,1310,7,16072
33.33,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,3,Laptop,752,2026-04-18 10:22:32,Form 5,1,6,kertas1,Weekend Learner,645392,english,2026-04-18 10:10:00,1310,9,16072
60.0,Chapter 2: Matrices,12,3,Laptop,435,2026-04-18 11:52:15,Form 5,1,2,kertas1,Weekend Learner,645393,english,2026-04-18 11:45:00,1310,5,16072
25.0,Chapter 5: Network in Graph Theory,5,1,Laptop,509,2026-04-18 11:58:29,Form 4,1,3,kertas1,Weekend Learner,645394,english,2026-04-18 11:50:00,1310,4,16072
16.67,Chapter 10: Consumer Mathematics: Financial Management,10,1,Tablet,797,2026-04-19 16:58:17,Form 4,1,5,kertas1,Weekend Learner,645395,english,2026-04-19 16:45:00,1310,6,16072
22.22,Chapter 10: Consumer Mathematics: Financial Management,10,2,Tablet,889,2026-04-26 16:54:49,Form 4,1,7,kertas1,Weekend Learner,645396,english,2026-04-26 16:40:00,1310,9,16072
16.67,Chapter 7: Measures of Dispersion for Grouped Data,17,1,Desktop,582,2026-04-26 20:14:42,Form 5,1,5,kertas1,Weekend Learner,645397,english,2026-04-26 20:05:00,1310,6,16072
28.57,Chapter 4: Operations on Sets,4,2,Laptop,665,2026-05-02 20:11:05,Form 4,1,5,kertas1,Weekend Learner,645398,english,2026-05-02 20:00:00,1310,7,16072
57.14,Chapter 7: Graphs of Motion,7,4,Desktop,683,2026-05-09 10:56:23,Form 4,3,3,kertas1,Weekend Learner,645399,english,2026-05-09 10:45:00,1310,7,16072
100.0,Chapter 1: Variation,11,3,Tablet,404,2026-05-09 20:21:44,Form 5,2,0,kertas2,Weekend Learner,645400,english,2026-05-09 20:15:00,1310,3,16072
66.67,Chapter 2: Number Bases,2,2,Desktop,332,2026-05-10 11:25:32,Form 4,2,1,kertas1,Weekend Learner,645401,english,2026-05-10 11:20:00,1310,3,16072
20.0,Chapter 1: Variation,11,1,Tablet,663,2026-05-10 15:51:03,Form 5,1,4,kertas2,Weekend Learner,645402,english,2026-05-10 15:40:00,1310,5,16072
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,2,Mobile,461,2026-02-02 22:37:41,Form 5,1,2,kertas1,Deep Focus Learner,645403,bm,2026-02-02 22:30:00,1311,4,16073
20.0,Chapter 4: Operations on Sets,4,1,Laptop,392,2026-02-07 21:06:32,Form 4,1,4,kertas1,Deep Focus Learner,645404,bm,2026-02-07 21:00:00,1311,5,16073
28.57,Chapter 4: Consumer Mathematics: Taxation,14,2,Desktop,683,2026-02-16 22:16:23,Form 5,1,5,kertas1,Deep Focus Learner,645405,bm,2026-02-16 22:05:00,1311,7,16073
57.14,Chapter 1: Variation,11,4,Desktop,601,2026-02-17 22:10:01,Form 5,4,3,kertas1,Deep Focus Learner,645406,bm,2026-02-17 22:00:00,1311,7,16073
0.0,Chapter 1: Variation,11,0,Desktop,649,2026-02-21 20:40:49,Form 5,0,4,kertas2,Deep Focus Learner,645407,bm,2026-02-21 20:30:00,1311,4,16073
25.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,1,Mobile,552,2026-02-21 22:54:12,Form 5,1,3,kertas2,Deep Focus Learner,645408,bm,2026-02-21 22:45:00,1311,4,16073
50.0,Chapter 5: Network in Graph Theory,5,1,Mobile,497,2026-02-24 22:18:17,Form 4,1,1,kertas2,Deep Focus Learner,645409,bm,2026-02-24 22:10:00,1311,2,16073
33.33,Chapter 2: Number Bases,2,1,Laptop,621,2026-02-26 22:25:21,Form 4,1,2,kertas2,Deep Focus Learner,645410,bm,2026-02-26 22:15:00,1311,3,16073
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Mobile,926,2026-02-28 20:25:26,Form 4,2,3,kertas2,Deep Focus Learner,645411,bm,2026-02-28 20:10:00,1311,6,16073
20.0,Chapter 1: Variation,11,1,Mobile,618,2026-03-09 21:55:18,Form 5,1,4,kertas2,Deep Focus Learner,645412,bm,2026-03-09 21:45:00,1311,5,16073
75.0,Chapter 6: Ratios and Graphs of Trigonometric Functions,16,6,Mobile,453,2026-03-12 22:27:33,Form 5,4,2,kertas1,Deep Focus Learner,645413,bm,2026-03-12 22:20:00,1311,8,16073
8.33,Chapter 4: Operations on Sets,4,1,Tablet,3670,2026-03-13 22:06:10,Form 4,1,11,kertas2,Deep Focus Learner,645414,bm,2026-03-13 21:05:00,1311,12,16073
100.0,Chapter 3: Consumer Mathematics: Insurance,13,1,Tablet,286,2026-03-15 20:54:46,Form 5,1,0,kertas2,Deep Focus Learner,645415,bm,2026-03-15 20:50:00,1311,1,16073
60.0,Chapter 6: Linear Inequalities in Two Variables,6,3,Desktop,493,2026-03-19 21:18:13,Form 4,1,2,kertas1,Deep Focus Learner,645416,bm,2026-03-19 21:10:00,1311,5,16073
0.0,Chapter 10: Consumer Mathematics: Financial Management,10,0,Desktop,592,2026-03-21 20:59:52,Form 4,0,5,kertas1,Deep Focus Learner,645417,bm,2026-03-21 20:50:00,1311,5,16073
16.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Mobile,676,2026-03-26 21:56:16,Form 4,1,5,kertas1,Deep Focus Learner,645418,bm,2026-03-26 21:45:00,1311,6,16073
57.14,Chapter 4: Operations on Sets,4,4,Desktop,642,2026-03-28 22:00:42,Form 4,3,3,kertas1,Deep Focus Learner,645419,bm,2026-03-28 21:50:00,1311,7,16073
50.0,Chapter 1: Quadratic Functions and Equations in One Variable,1,1,Laptop,329,2026-03-29 20:35:29,Form 4,1,1,kertas2,Deep Focus Learner,645420,bm,2026-03-29 20:30:00,1311,2,16073
14.29,Chapter 4: Consumer Mathematics: Taxation,14,1,Tablet,574,2026-03-29 22:09:34,Form 5,1,6,kertas1,Deep Focus Learner,645421,bm,2026-03-29 22:00:00,1311,7,16073
0.0,Chapter 10: Consumer Mathematics: Financial Management,10,0,Desktop,747,2026-04-06 20:27:27,Form 4,0,4,kertas2,Deep Focus Learner,645422,bm,2026-04-06 20:15:00,1311,4,16073
50.0,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,2,Laptop,354,2026-04-06 22:35:54,Form 5,1,2,kertas1,Deep Focus Learner,645423,bm,2026-04-06 22:30:00,1311,4,16073
16.67,Chapter 8: Measures of Dispersion for Ungrouped Data,8,1,Desktop,712,2026-04-08 22:56:52,Form 4,1,5,kertas1,Deep Focus Learner,645424,bm,2026-04-08 22:45:00,1311,6,16073
80.0,Chapter 4: Consumer Mathematics: Taxation,14,4,Laptop,521,2026-04-10 20:28:41,Form 5,3,1,kertas1,Deep Focus Learner,645425,bm,2026-04-10 20:20:00,1311,5,16073
66.67,Chapter 7: Measures of Dispersion for Grouped Data,17,4,Desktop,602,2026-04-11 20:20:02,Form 5,3,2,kertas1,Deep Focus Learner,645426,bm,2026-04-11 20:10:00,1311,6,16073
37.5,"Chapter 5: Congruency, Enlargement and Combined Transformations",15,3,Laptop,795,2026-04-13 20:23:15,Form 5,2,5,kertas1,Deep Focus Learner,645427,bm,2026-04-13 20:10:00,1311,8,16073
33.33,Chapter 1: Variation,11,2,Laptop,616,2026-04-13 22:00:16,Form 5,1,4,kertas1,Deep Focus Learner,645428,bm,2026-04-13 21:50:00,1311,6,16073
100.0,Chapter 7: Graphs of Motion,7,2,Desktop,506,2026-04-17 20:53:26,Form 4,1,0,kertas2,Deep Focus Learner,645429,bm,2026-04-17 20:45:00,1311,2,16073
33.33,Chapter 1: Variation,11,1,Tablet,395,2026-04-24 21:51:35,Form 5,1,2,kertas2,Deep Focus Learner,645430,bm,2026-04-24 21:45:00,1311,3,16073
0.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,0,Laptop,513,2026-05-05 20:48:33,Form 4,0,2,kertas2,Deep Focus Learner,645431,bm,2026-05-05 20:40:00,1311,2,16073
57.14,Chapter 3: Logical Reasoning,3,4,Desktop,570,2026-05-07 21:54:30,Form 4,2,3,kertas1,Deep Focus Learner,645432,bm,2026-05-07 21:45:00,1311,7,16073
42.86,Chapter 4: Consumer Mathematics: Taxation,14,3,Desktop,543,2026-02-03 19:59:03,Form 5,2,4,kertas1,Consistent Climber,645433,english,2026-02-03 19:50:00,1312,7,16074
33.33,Chapter 4: Operations on Sets,4,4,Mobile,3693,2026-02-04 20:16:33,Form 4,1,8,kertas2,Consistent Climber,645434,bm,2026-02-04 19:15:00,1312,12,16074
66.67,Chapter 1: Variation,11,2,Laptop,420,2026-02-04 20:12:00,Form 5,2,1,kertas2,Consistent Climber,645435,bm,2026-02-04 20:05:00,1312,3,16074
42.86,Chapter 3: Logical Reasoning,3,3,Mobile,511,2026-02-04 21:18:31,Form 4,1,4,kertas1,Consistent Climber,645436,english,2026-02-04 21:10:00,1312,7,16074
66.67,Chapter 4: Operations on Sets,4,4,Mobile,574,2026-02-05 21:49:34,Form 4,2,2,kertas1,Consistent Climber,645437,english,2026-02-05 21:40:00,1312,6,16074
33.33,Chapter 6: Linear Inequalities in Two Variables,6,2,Laptop,1514,2026-02-06 22:10:14,Form 4,1,4,kertas2,Consistent Climber,645438,english,2026-02-06 21:45:00,1312,6,16074
75.0,Chapter 3: Logical Reasoning,3,3,Mobile,347,2026-02-09 19:10:47,Form 4,3,1,kertas1,Consistent Climber,645439,english,2026-02-09 19:05:00,1312,4,16074
50.0,Chapter 8: Measures of Dispersion for Ungrouped Data,8,3,Laptop,670,2026-02-09 19:26:10,Form 4,3,3,kertas1,Consistent Climber,645440,bm,2026-02-09 19:15:00,1312,6,16074
27.27,Chapter 7: Measures of Dispersion for Grouped Data,17,3,Laptop,3685,2026-02-10 20:01:25,Form 5,1,8,kertas2,Consistent Climber,645441,english,2026-02-10 19:00:00,1312,11,16074
