accuracy_percent,attempts,avg_score_ratio_percent,chapter_id,correct_attempts,is_hidden_strong_topic,is_hidden_weak_topic,persona,synthetic_student_index,user_id
81.82,11,81.82,14,9,0,0,Deep Focus Learner,1852,16614
0.0,2,31.67,15,0,0,0,Deep Focus Learner,1852,16614
100.0,2,100.0,16,2,0,0,Deep Focus Learner,1852,16614
33.33,15,62.22,17,5,0,0,Deep Focus Learner,1852,16614
20.0,5,67.14,1,1,1,0,Weekend Learner,1853,16615
77.78,9,77.78,2,7,1,0,Weekend Learner,1853,16615
42.86,28,51.25,3,12,0,0,Weekend Learner,1853,16615
15.62,32,22.55,4,5,0,1,Weekend Learner,1853,16615
43.75,16,42.11,5,7,0,1,Weekend Learner,1853,16615
42.31,26,58.88,6,11,0,0,Weekend Learner,1853,16615
16.67,6,28.57,7,1,0,0,Weekend Learner,1853,16615
58.33,12,47.27,8,7,0,1,Weekend Learner,1853,16615
21.88,32,26.89,10,7,0,1,Weekend Learner,1853,16615
42.86,14,42.86,11,6,0,1,Weekend Learner,1853,16615
100.0,4,100.0,15,4,0,0,Weekend Learner,1853,16615
33.33,3,55.0,17,1,0,0,Weekend Learner,1853,16615
73.33,15,82.94,1,11,0,0,Weekend Learner,1854,16616
80.0,5,87.5,2,4,1,0,Weekend Learner,1854,16616
46.15,13,81.5,3,6,0,0,Weekend Learner,1854,16616
28.57,28,61.98,4,8,0,0,Weekend Learner,1854,16616
100.0,2,100.0,5,2,0,0,Weekend Learner,1854,16616
63.64,11,73.89,6,7,0,0,Weekend Learner,1854,16616
20.0,5,55.56,7,1,0,0,Weekend Learner,1854,16616
30.0,20,39.66,8,6,0,1,Weekend Learner,1854,16616
36.36,11,40.91,9,4,0,0,Weekend Learner,1854,16616
62.5,8,62.5,10,5,0,0,Weekend Learner,1854,16616
60.0,10,82.0,11,6,0,0,Weekend Learner,1854,16616
64.29,14,64.29,13,9,0,0,Weekend Learner,1854,16616
40.0,5,80.0,14,2,0,0,Weekend Learner,1854,16616
46.67,15,80.0,15,7,1,0,Weekend Learner,1854,16616
75.0,4,83.33,16,3,1,0,Weekend Learner,1854,16616
23.81,42,45.91,17,10,0,1,Weekend Learner,1854,16616
66.67,6,90.0,1,4,0,0,High Achiever,1855,16617
57.14,7,73.57,2,4,0,1,High Achiever,1855,16617
50.0,72,62.2,3,36,0,1,High Achiever,1855,16617
100.0,6,100.0,4,6,0,0,High Achiever,1855,16617
37.5,8,37.5,5,3,0,0,High Achiever,1855,16617
62.5,8,89.38,6,5,0,0,High Achiever,1855,16617
66.67,9,90.0,7,6,0,0,High Achiever,1855,16617
65.0,20,87.17,8,13,0,0,High Achiever,1855,16617
81.82,11,88.24,9,9,1,0,High Achiever,1855,16617
66.67,12,87.37,10,8,0,0,High Achiever,1855,16617
76.92,13,83.33,11,10,0,0,High Achiever,1855,16617
64.52,31,72.1,12,20,0,1,High Achiever,1855,16617
62.16,37,85.07,14,23,0,0,High Achiever,1855,16617
91.67,12,91.67,15,11,0,0,High Achiever,1855,16617
66.67,30,74.76,16,20,0,1,High Achiever,1855,16617
45.45,11,76.67,3,5,1,0,Flexible Learner,1856,16618
40.74,27,64.43,4,11,0,0,Flexible Learner,1856,16618
50.0,4,50.0,5,2,1,0,Flexible Learner,1856,16618
75.0,4,75.0,6,3,0,0,Flexible Learner,1856,16618
75.0,16,80.0,7,12,1,0,Flexible Learner,1856,16618
40.0,10,57.33,8,4,0,0,Flexible Learner,1856,16618
66.67,9,69.74,12,6,0,0,Flexible Learner,1856,16618
20.0,20,29.0,13,4,0,1,Flexible Learner,1856,16618
43.48,23,57.5,15,10,0,0,Flexible Learner,1856,16618
66.67,6,66.67,16,4,0,0,Flexible Learner,1856,16618
13.04,46,31.31,17,6,0,1,Flexible Learner,1856,16618
35.71,14,37.94,3,5,0,0,Fresh Starter,1857,16619
12.5,8,15.56,6,1,0,0,Fresh Starter,1857,16619
0.0,10,0.0,7,0,0,0,Fresh Starter,1857,16619
33.33,9,33.33,9,3,0,0,Fresh Starter,1857,16619
22.22,9,29.23,10,2,0,0,Fresh Starter,1857,16619
50.0,4,50.0,11,2,0,0,Fresh Starter,1857,16619
15.38,13,15.38,14,2,0,0,Fresh Starter,1857,16619
40.0,5,40.0,15,2,0,0,Fresh Starter,1857,16619
17.65,17,23.16,16,3,0,1,Fresh Starter,1857,16619
9.52,21,22.69,17,2,0,0,Fresh Starter,1857,16619
66.67,6,66.67,1,4,0,0,Deep Focus Learner,1858,16620
50.0,6,67.19,2,3,0,1,Deep Focus Learner,1858,16620
46.15,13,75.67,4,6,0,0,Deep Focus Learner,1858,16620
50.0,8,50.0,5,4,0,0,Deep Focus Learner,1858,16620
27.78,18,44.82,8,5,0,1,Deep Focus Learner,1858,16620
64.29,14,61.36,10,9,0,0,Deep Focus Learner,1858,16620
60.0,15,82.31,14,9,1,0,Deep Focus Learner,1858,16620
35.71,14,31.07,15,5,0,1,Deep Focus Learner,1858,16620
50.0,12,50.0,1,6,0,0,Consistent Climber,1859,16621
41.67,12,41.67,2,5,0,0,Consistent Climber,1859,16621
63.64,11,63.64,3,7,1,0,Consistent Climber,1859,16621
31.37,51,30.71,4,16,0,1,Consistent Climber,1859,16621
66.67,30,71.67,5,20,0,0,Consistent Climber,1859,16621
53.85,13,59.05,6,7,0,0,Consistent Climber,1859,16621
58.82,17,58.82,7,10,0,0,Consistent Climber,1859,16621
70.0,20,78.0,8,14,0,0,Consistent Climber,1859,16621
30.43,23,30.43,9,7,0,1,Consistent Climber,1859,16621
27.94,68,31.22,10,19,0,1,Consistent Climber,1859,16621
60.0,10,60.0,11,6,1,0,Consistent Climber,1859,16621
50.0,6,75.65,12,3,0,0,Consistent Climber,1859,16621
45.45,11,67.66,13,5,1,0,Consistent Climber,1859,16621
35.0,20,35.0,15,7,0,0,Consistent Climber,1859,16621
64.29,28,64.29,16,18,0,0,Consistent Climber,1859,16621
60.0,10,60.0,17,6,0,0,Consistent Climber,1859,16621
20.0,5,47.86,1,1,0,0,Flexible Learner,1860,16622
50.0,6,50.0,2,3,1,0,Flexible Learner,1860,16622
64.0,25,68.52,3,16,1,0,Flexible Learner,1860,16622
62.5,8,62.5,4,5,0,0,Flexible Learner,1860,16622
57.14,7,69.09,5,4,0,0,Flexible Learner,1860,16622
43.75,16,51.3,6,7,0,0,Flexible Learner,1860,16622
33.33,18,33.33,7,6,0,0,Flexible Learner,1860,16622
50.0,8,57.0,8,4,1,0,Flexible Learner,1860,16622
50.0,10,60.71,9,5,0,0,Flexible Learner,1860,16622
50.0,2,66.67,10,1,0,0,Flexible Learner,1860,16622
55.56,18,66.36,11,10,0,0,Flexible Learner,1860,16622
35.59,59,40.23,12,21,0,1,Flexible Learner,1860,16622
23.08,39,34.52,13,9,0,1,Flexible Learner,1860,16622
42.86,7,42.86,14,3,0,0,Flexible Learner,1860,16622
33.33,6,33.33,15,2,0,0,Flexible Learner,1860,16622
33.33,12,61.67,16,4,0,0,Flexible Learner,1860,16622
62.5,8,78.57,17,5,1,0,Flexible Learner,1860,16622
15.38,13,26.47,1,2,0,0,Fresh Starter,1861,16623
26.67,15,26.67,4,4,0,0,Fresh Starter,1861,16623
0.0,9,17.22,5,0,0,1,Fresh Starter,1861,16623
0.0,12,15.77,7,0,0,1,Fresh Starter,1861,16623
20.0,5,20.0,8,1,1,0,Fresh Starter,1861,16623
20.0,5,25.0,10,1,0,0,Fresh Starter,1861,16623
38.46,13,42.22,11,5,0,0,Fresh Starter,1861,16623
100.0,1,100.0,12,1,0,0,Fresh Starter,1861,16623
0.0,11,0.0,13,0,0,1,Fresh Starter,1861,16623
0.0,11,16.9,14,0,0,0,Fresh Starter,1861,16623
0.0,1,0.0,15,0,0,0,Fresh Starter,1861,16623
9.76,41,25.49,17,4,0,0,Fresh Starter,1861,16623
60.0,20,73.04,1,12,0,0,Consistent Climber,1862,16624
0.0,1,60.0,2,0,0,0,Consistent Climber,1862,16624
55.56,18,55.56,3,10,0,0,Consistent Climber,1862,16624
75.0,12,89.6,4,9,0,0,Consistent Climber,1862,16624
77.78,27,76.67,5,21,0,0,Consistent Climber,1862,16624
75.0,28,86.0,6,21,0,0,Consistent Climber,1862,16624
55.56,27,70.51,7,15,0,0,Consistent Climber,1862,16624
52.63,19,51.19,8,10,0,0,Consistent Climber,1862,16624
42.86,7,81.88,9,3,0,0,Consistent Climber,1862,16624
60.0,5,60.0,10,3,0,0,Consistent Climber,1862,16624
72.73,11,76.92,11,8,1,0,Consistent Climber,1862,16624
29.41,51,48.67,13,15,0,1,Consistent Climber,1862,16624
44.44,9,44.44,14,4,0,1,Consistent Climber,1862,16624
66.67,6,66.67,15,4,1,0,Consistent Climber,1862,16624
88.89,18,97.69,1,16,1,0,High Achiever,1863,16625
0.0,1,50.0,2,0,1,0,High Achiever,1863,16625
67.8,59,78.16,3,40,0,1,High Achiever,1863,16625
57.89,19,80.77,4,11,0,0,High Achiever,1863,16625
47.95,73,63.29,5,35,0,1,High Achiever,1863,16625
67.74,31,79.57,6,21,0,0,High Achiever,1863,16625
53.7,54,64.93,7,29,0,1,High Achiever,1863,16625
75.0,12,75.0,8,9,0,0,High Achiever,1863,16625
66.67,6,80.0,9,4,1,0,High Achiever,1863,16625
62.9,62,74.17,10,39,0,1,High Achiever,1863,16625
100.0,23,100.0,11,23,1,0,High Achiever,1863,16625
100.0,17,100.0,12,17,0,0,High Achiever,1863,16625
80.49,41,88.86,13,33,0,0,High Achiever,1863,16625
50.0,14,81.82,14,7,0,0,High Achiever,1863,16625
83.33,12,83.33,16,10,0,0,High Achiever,1863,16625
68.63,51,82.99,17,35,0,0,High Achiever,1863,16625
20.0,5,20.0,1,1,0,0,Deep Focus Learner,1864,16626
66.67,3,66.67,2,2,0,0,Deep Focus Learner,1864,16626
33.33,15,44.55,5,5,0,0,Deep Focus Learner,1864,16626
25.0,4,25.0,6,1,0,1,Deep Focus Learner,1864,16626
14.29,7,14.29,7,1,0,0,Deep Focus Learner,1864,16626
5.26,19,9.38,8,1,0,1,Deep Focus Learner,1864,16626
40.0,10,40.0,10,4,0,0,Deep Focus Learner,1864,16626
50.0,8,69.77,12,4,0,0,Deep Focus Learner,1864,16626
30.77,13,37.93,13,4,0,0,Deep Focus Learner,1864,16626
14.29,7,14.29,14,1,0,0,Deep Focus Learner,1864,16626
25.0,8,25.0,15,2,0,1,Deep Focus Learner,1864,16626
66.67,6,66.67,1,4,0,1,Flexible Learner,1865,16627
33.33,3,33.33,2,1,0,0,Flexible Learner,1865,16627
22.22,9,22.22,4,2,0,0,Flexible Learner,1865,16627
66.67,12,65.71,5,8,0,0,Flexible Learner,1865,16627
60.0,5,60.0,6,3,0,0,Flexible Learner,1865,16627
50.0,6,65.0,7,3,0,0,Flexible Learner,1865,16627
66.67,6,80.94,8,4,0,0,Flexible Learner,1865,16627
42.86,14,42.86,9,6,0,1,Flexible Learner,1865,16627
20.83,24,20.77,10,5,0,1,Flexible Learner,1865,16627
58.33,12,58.33,11,7,1,0,Flexible Learner,1865,16627
57.14,14,57.14,12,8,0,0,Flexible Learner,1865,16627
90.91,11,94.12,13,10,1,0,Flexible Learner,1865,16627
34.48,29,34.48,14,10,0,1,Flexible Learner,1865,16627
19.51,41,19.51,15,8,0,1,Flexible Learner,1865,16627
41.18,17,51.97,17,7,0,0,Flexible Learner,1865,16627
10.0,10,10.0,1,1,0,1,Fresh Starter,1866,16628
0.0,9,0.0,4,0,0,0,Fresh Starter,1866,16628
32.0,25,34.31,5,8,1,0,Fresh Starter,1866,16628
0.0,12,5.36,7,0,0,1,Fresh Starter,1866,16628
0.0,6,0.0,8,0,0,0,Fresh Starter,1866,16628
40.0,5,40.0,9,2,0,0,Fresh Starter,1866,16628
8.33,12,15.79,12,1,0,1,Fresh Starter,1866,16628
12.5,8,12.5,15,1,0,0,Fresh Starter,1866,16628
91.67,12,98.82,1,11,1,0,Consistent Climber,1867,16629
82.35,17,88.57,3,14,0,0,Consistent Climber,1867,16629
100.0,8,100.0,4,8,1,0,Consistent Climber,1867,16629
33.33,12,72.31,5,4,0,0,Consistent Climber,1867,16629
39.13,23,61.52,6,9,0,1,Consistent Climber,1867,16629
40.0,15,69.69,7,6,0,1,Consistent Climber,1867,16629
66.67,6,88.75,8,4,0,0,Consistent Climber,1867,16629
60.0,25,79.52,9,15,0,0,Consistent Climber,1867,16629
50.0,28,54.55,10,14,0,1,Consistent Climber,1867,16629
54.55,33,67.61,11,18,0,1,Consistent Climber,1867,16629
69.23,13,82.4,13,9,0,0,Consistent Climber,1867,16629
68.75,16,92.22,14,11,0,0,Consistent Climber,1867,16629
54.55,11,90.34,15,6,0,0,Consistent Climber,1867,16629
87.5,8,96.67,16,7,0,0,Consistent Climber,1867,16629
61.9,21,78.89,17,13,0,0,Consistent Climber,1867,16629
50.0,6,50.0,1,3,0,0,Consistent Climber,1868,16630
55.56,9,55.56,2,5,0,0,Consistent Climber,1868,16630
60.0,10,60.0,3,6,1,0,Consistent Climber,1868,16630
48.15,54,56.46,4,26,0,0,Consistent Climber,1868,16630
25.3,83,25.85,5,21,0,1,Consistent Climber,1868,16630
50.0,10,50.0,6,5,0,0,Consistent Climber,1868,16630
31.82,22,51.18,7,7,0,0,Consistent Climber,1868,16630
70.0,10,70.0,8,7,0,0,Consistent Climber,1868,16630
50.0,26,61.36,9,13,0,0,Consistent Climber,1868,16630
47.06,34,47.06,10,16,0,0,Consistent Climber,1868,16630
48.48,33,48.48,11,16,1,0,Consistent Climber,1868,16630
52.94,17,60.93,12,9,1,0,Consistent Climber,1868,16630
25.0,40,28.93,13,10,0,1,Consistent Climber,1868,16630
36.84,19,36.84,14,7,0,0,Consistent Climber,1868,16630
10.0,20,13.79,15,2,0,1,Consistent Climber,1868,16630
20.0,20,20.0,16,4,0,0,Consistent Climber,1868,16630
25.0,20,51.56,17,5,0,0,Consistent Climber,1868,16630
61.54,13,92.0,1,8,0,0,Consistent Climber,1869,16631
54.55,11,78.85,2,6,0,0,Consistent Climber,1869,16631
47.3,74,65.53,3,35,0,1,Consistent Climber,1869,16631
66.67,18,74.81,4,12,0,0,Consistent Climber,1869,16631
64.0,25,79.5,5,16,0,0,Consistent Climber,1869,16631
36.51,63,52.08,6,23,0,1,Consistent Climber,1869,16631
57.14,14,64.0,7,8,1,0,Consistent Climber,1869,16631
66.67,6,66.67,8,4,1,0,Consistent Climber,1869,16631
53.33,15,89.39,9,8,0,0,Consistent Climber,1869,16631
70.59,17,81.67,10,12,0,0,Consistent Climber,1869,16631
71.43,7,84.44,11,5,0,0,Consistent Climber,1869,16631
77.78,18,89.48,12,14,0,0,Consistent Climber,1869,16631
66.67,3,82.22,13,2,0,0,Consistent Climber,1869,16631
30.56,36,51.23,14,11,0,1,Consistent Climber,1869,16631
61.29,31,77.92,15,19,0,0,Consistent Climber,1869,16631
63.64,22,72.86,16,14,0,0,Consistent Climber,1869,16631
9.52,21,18.75,1,2,0,1,Fresh Starter,1870,16632
0.0,6,0.0,3,0,0,1,Fresh Starter,1870,16632
0.0,3,0.0,4,0,0,0,Fresh Starter,1870,16632
33.33,3,65.71,5,1,0,0,Fresh Starter,1870,16632
0.0,5,20.0,6,0,0,0,Fresh Starter,1870,16632
20.0,5,20.0,7,1,1,0,Fresh Starter,1870,16632
6.25,16,16.25,8,1,0,1,Fresh Starter,1870,16632
0.0,3,10.0,11,0,0,0,Fresh Starter,1870,16632
40.0,5,40.0,12,2,0,0,Fresh Starter,1870,16632
0.0,5,29.29,14,0,0,0,Fresh Starter,1870,16632
42.86,7,42.86,15,3,0,0,Fresh Starter,1870,16632
45.45,11,45.45,16,5,0,0,Fresh Starter,1870,16632
0.0,5,20.62,17,0,0,0,Fresh Starter,1870,16632
0.0,1,60.0,2,0,0,0,Deep Focus Learner,1871,16633
42.86,7,42.86,3,3,0,0,Deep Focus Learner,1871,16633
20.0,5,20.0,4,1,0,1,Deep Focus Learner,1871,16633
43.48,23,43.48,5,10,0,0,Deep Focus Learner,1871,16633
50.0,4,50.0,6,2,0,0,Deep Focus Learner,1871,16633
50.0,6,50.0,7,3,0,0,Deep Focus Learner,1871,16633
50.0,4,50.0,8,2,0,0,Deep Focus Learner,1871,16633
66.67,3,77.5,9,2,0,0,Deep Focus Learner,1871,16633
16.67,12,16.67,10,2,0,1,Deep Focus Learner,1871,16633
50.0,10,56.15,11,5,0,0,Deep Focus Learner,1871,16633
0.0,1,25.0,12,0,0,0,Deep Focus Learner,1871,16633
50.0,8,50.0,13,4,1,0,Deep Focus Learner,1871,16633
71.43,7,71.43,14,5,0,0,Deep Focus Learner,1871,16633
11.11,9,34.5,15,1,0,0,Deep Focus Learner,1871,16633
100.0,4,100.0,16,4,0,0,Deep Focus Learner,1871,16633
46.67,15,46.67,17,7,0,0,Deep Focus Learner,1871,16633
9.09,11,9.09,1,1,0,0,Fresh Starter,1872,16634
0.0,3,30.63,2,0,0,1,Fresh Starter,1872,16634
10.0,20,10.0,4,2,0,1,Fresh Starter,1872,16634
0.0,5,0.0,7,0,0,1,Fresh Starter,1872,16634
0.0,10,13.25,8,0,0,1,Fresh Starter,1872,16634
23.08,26,23.08,10,6,0,0,Fresh Starter,1872,16634
66.67,3,69.23,12,2,0,0,Fresh Starter,1872,16634
50.0,2,70.0,16,1,1,0,Fresh Starter,1872,16634
20.0,5,20.0,17,1,0,1,Fresh Starter,1872,16634
80.0,10,86.67,1,8,0,0,Flexible Learner,1873,16635
57.14,7,50.0,2,4,0,0,Flexible Learner,1873,16635
15.0,60,24.69,3,9,0,1,Flexible Learner,1873,16635
36.36,22,36.36,4,8,0,0,Flexible Learner,1873,16635
0.0,15,16.43,5,0,0,1,Flexible Learner,1873,16635
30.0,30,57.46,6,9,1,0,Flexible Learner,1873,16635
26.67,15,40.83,7,4,0,0,Flexible Learner,1873,16635
33.33,12,41.25,8,4,0,0,Flexible Learner,1873,16635
100.0,4,100.0,10,4,0,0,Flexible Learner,1873,16635
18.18,11,38.75,11,2,0,1,Flexible Learner,1873,16635
60.0,5,79.41,12,3,0,0,Flexible Learner,1873,16635
46.15,13,58.82,13,6,1,0,Flexible Learner,1873,16635
44.44,18,49.25,14,8,0,0,Flexible Learner,1873,16635
9.38,32,28.54,15,3,0,0,Flexible Learner,1873,16635
13.04,23,25.52,16,3,0,1,Flexible Learner,1873,16635
7.14,28,21.84,17,2,0,0,Flexible Learner,1873,16635
11.11,9,11.11,1,1,0,1,Deep Focus Learner,1874,16636
42.86,7,42.86,3,3,0,0,Deep Focus Learner,1874,16636
6.25,16,16.82,4,1,0,0,Deep Focus Learner,1874,16636
50.0,12,50.0,5,6,0,0,Deep Focus Learner,1874,16636
22.73,22,26.2,6,5,0,1,Deep Focus Learner,1874,16636
42.86,7,42.86,7,3,0,0,Deep Focus Learner,1874,16636
47.62,21,47.62,10,10,0,0,Deep Focus Learner,1874,16636
22.22,9,22.22,11,2,1,0,Deep Focus Learner,1874,16636
20.0,10,20.0,12,2,0,0,Deep Focus Learner,1874,16636
33.33,9,33.33,13,3,0,0,Deep Focus Learner,1874,16636
30.0,30,32.5,15,9,0,0,Deep Focus Learner,1874,16636
40.0,5,40.0,16,2,0,0,Deep Focus Learner,1874,16636
50.0,6,50.0,17,3,1,0,Deep Focus Learner,1874,16636
50.0,10,50.0,1,5,0,0,Weekend Learner,1875,16637
17.39,23,29.69,2,4,0,1,Weekend Learner,1875,16637
57.14,7,57.14,3,4,0,0,Weekend Learner,1875,16637
42.86,14,42.86,4,6,0,0,Weekend Learner,1875,16637
57.14,7,57.14,5,4,0,0,Weekend Learner,1875,16637
28.57,14,28.57,6,4,0,0,Weekend Learner,1875,16637
37.5,16,37.5,8,6,1,0,Weekend Learner,1875,16637
30.0,10,30.0,9,3,0,0,Weekend Learner,1875,16637
46.67,15,46.67,10,7,0,0,Weekend Learner,1875,16637
20.83,24,22.32,11,5,0,0,Weekend Learner,1875,16637
25.0,12,36.11,12,3,0,1,Weekend Learner,1875,16637
60.0,15,63.89,13,9,0,0,Weekend Learner,1875,16637
14.29,28,14.29,14,4,0,1,Weekend Learner,1875,16637
42.86,7,42.86,16,3,0,0,Weekend Learner,1875,16637
66.67,12,66.67,17,8,0,0,Weekend Learner,1875,16637
60.0,5,60.0,1,3,0,0,Fresh Starter,1876,16638
23.33,30,23.33,3,7,0,1,Fresh Starter,1876,16638
20.0,5,47.92,4,1,0,0,Fresh Starter,1876,16638
25.0,12,30.0,5,3,0,1,Fresh Starter,1876,16638
12.12,33,15.36,6,4,0,1,Fresh Starter,1876,16638
37.5,8,44.44,7,3,0,0,Fresh Starter,1876,16638
66.67,9,66.67,10,6,1,0,Fresh Starter,1876,16638
75.0,4,92.86,11,3,1,0,Fresh Starter,1876,16638
22.22,9,22.22,13,2,0,1,Fresh Starter,1876,16638
71.43,7,71.43,14,5,0,0,Fresh Starter,1876,16638
60.0,5,60.0,17,3,1,0,Fresh Starter,1876,16638
75.0,24,75.0,1,18,1,0,Consistent Climber,1877,16639
46.67,15,46.67,2,7,0,0,Consistent Climber,1877,16639
78.26,46,79.17,3,36,0,0,Consistent Climber,1877,16639
62.07,29,63.87,4,18,0,0,Consistent Climber,1877,16639
66.67,12,66.67,5,8,1,0,Consistent Climber,1877,16639
61.11,18,74.52,6,11,0,0,Consistent Climber,1877,16639
64.86,37,64.17,8,24,0,0,Consistent Climber,1877,16639
50.0,20,50.0,9,10,0,0,Consistent Climber,1877,16639
65.52,29,65.52,10,19,0,0,Consistent Climber,1877,16639
50.0,8,50.0,11,4,0,0,Consistent Climber,1877,16639
71.43,21,75.0,12,15,0,0,Consistent Climber,1877,16639
85.71,14,85.71,14,12,0,0,Consistent Climber,1877,16639
43.75,64,43.35,15,28,0,1,Consistent Climber,1877,16639
54.05,37,56.41,16,20,0,0,Consistent Climber,1877,16639
40.0,55,41.25,17,22,0,1,Consistent Climber,1877,16639
50.0,18,61.04,1,9,0,0,Deep Focus Learner,1878,16640
50.0,2,62.5,2,1,0,0,Deep Focus Learner,1878,16640
66.67,3,81.25,3,2,0,0,Deep Focus Learner,1878,16640
38.71,31,53.94,4,12,0,0,Deep Focus Learner,1878,16640
50.0,6,53.75,5,3,0,0,Deep Focus Learner,1878,16640
50.0,2,87.5,6,1,0,0,Deep Focus Learner,1878,16640
85.71,7,85.71,7,6,0,0,Deep Focus Learner,1878,16640
37.5,8,65.28,8,3,0,0,Deep Focus Learner,1878,16640
41.67,12,59.69,9,5,0,0,Deep Focus Learner,1878,16640
46.15,13,46.15,10,6,0,1,Deep Focus Learner,1878,16640
40.0,5,63.33,11,2,0,0,Deep Focus Learner,1878,16640
33.33,6,78.46,12,2,1,0,Deep Focus Learner,1878,16640
19.05,21,34.77,14,4,0,1,Deep Focus Learner,1878,16640
40.0,5,74.55,15,2,0,0,Deep Focus Learner,1878,16640
25.58,43,36.36,17,11,0,1,Deep Focus Learner,1878,16640
0.0,3,0.0,2,0,0,0,Fresh Starter,1879,16641
40.0,10,40.0,3,4,1,0,Fresh Starter,1879,16641
0.0,4,0.0,4,0,0,0,Fresh Starter,1879,16641
28.57,7,28.57,7,2,0,0,Fresh Starter,1879,16641
0.0,6,0.0,8,0,0,1,Fresh Starter,1879,16641
40.0,5,40.0,9,2,1,0,Fresh Starter,1879,16641
14.29,14,24.76,10,2,0,0,Fresh Starter,1879,16641
15.38,13,15.38,11,2,0,1,Fresh Starter,1879,16641
50.0,2,64.0,12,1,0,0,Fresh Starter,1879,16641
50.0,6,50.0,14,3,0,0,Fresh Starter,1879,16641
10.53,19,16.0,15,2,0,1,Fresh Starter,1879,16641
33.33,9,33.33,16,3,0,0,Fresh Starter,1879,16641
0.0,6,0.0,17,0,0,0,Fresh Starter,1879,16641
33.33,6,33.33,1,2,0,0,Fresh Starter,1880,16642
0.0,3,0.0,2,0,0,0,Fresh Starter,1880,16642
100.0,2,100.0,3,2,1,0,Fresh Starter,1880,16642
20.0,5,30.0,5,1,0,0,Fresh Starter,1880,16642
14.29,14,24.77,7,2,0,0,Fresh Starter,1880,16642
66.67,6,70.0,8,4,0,0,Fresh Starter,1880,16642
0.0,4,0.0,9,0,0,1,Fresh Starter,1880,16642
11.11,9,17.69,11,1,0,1,Fresh Starter,1880,16642
0.0,6,24.35,12,0,0,1,Fresh Starter,1880,16642
28.57,7,28.57,14,2,0,0,Fresh Starter,1880,16642
100.0,1,100.0,1,1,0,0,Fresh Starter,1881,16643
66.67,3,66.67,2,2,0,0,Fresh Starter,1881,16643
33.33,6,33.33,7,2,1,0,Fresh Starter,1881,16643
16.67,6,16.67,8,1,0,0,Fresh Starter,1881,16643
40.0,5,40.0,9,2,1,0,Fresh Starter,1881,16643
15.38,13,15.38,10,2,0,1,Fresh Starter,1881,16643
0.0,5,23.64,15,0,0,1,Fresh Starter,1881,16643
25.0,4,61.25,1,1,0,0,Fresh Starter,1882,16644
25.0,8,27.27,2,2,0,1,Fresh Starter,1882,16644
57.14,7,57.14,3,4,0,0,Fresh Starter,1882,16644
50.0,8,50.0,4,4,1,0,Fresh Starter,1882,16644
50.0,10,50.0,6,5,0,0,Fresh Starter,1882,16644
50.0,4,66.67,7,2,0,0,Fresh Starter,1882,16644
57.14,7,57.14,11,4,0,0,Fresh Starter,1882,16644
62.5,8,62.5,13,5,0,0,Fresh Starter,1882,16644
57.89,19,57.89,14,11,1,0,Fresh Starter,1882,16644
21.05,19,37.41,15,4,0,0,Fresh Starter,1882,16644
83.33,6,83.33,16,5,0,0,Fresh Starter,1882,16644
66.67,12,66.67,17,8,0,0,Fresh Starter,1882,16644
50.0,34,61.28,1,17,0,1,Consistent Climber,1883,16645
68.18,22,75.0,2,15,0,1,Consistent Climber,1883,16645
52.38,21,79.53,3,11,0,0,Consistent Climber,1883,16645
88.89,9,88.89,4,8,1,0,Consistent Climber,1883,16645
47.06,34,50.52,5,16,0,1,Consistent Climber,1883,16645
69.23,13,78.33,6,9,0,0,Consistent Climber,1883,16645
53.33,15,73.33,7,8,0,0,Consistent Climber,1883,16645
75.0,16,89.41,8,12,1,0,Consistent Climber,1883,16645
50.0,30,61.89,9,15,0,0,Consistent Climber,1883,16645
58.33,24,73.44,10,14,0,0,Consistent Climber,1883,16645
66.67,27,66.67,11,18,0,0,Consistent Climber,1883,16645
69.57,23,85.36,12,16,0,0,Consistent Climber,1883,16645
61.54,13,84.24,13,8,0,0,Consistent Climber,1883,16645
47.17,53,60.0,14,25,0,1,Consistent Climber,1883,16645
57.14,14,80.32,15,8,0,0,Consistent Climber,1883,16645
100.0,10,100.0,16,10,1,0,Consistent Climber,1883,16645
70.0,20,70.0,1,14,0,1,Consistent Climber,1884,16646
43.75,16,46.88,3,7,0,1,Consistent Climber,1884,16646
78.57,14,78.57,4,11,0,0,Consistent Climber,1884,16646
61.54,26,68.48,5,16,0,0,Consistent Climber,1884,16646
24.19,62,33.33,6,15,0,1,Consistent Climber,1884,16646
57.69,26,71.25,7,15,0,0,Consistent Climber,1884,16646
83.33,6,90.62,8,5,1,0,Consistent Climber,1884,16646
43.75,16,61.96,9,7,0,0,Consistent Climber,1884,16646
57.14,21,57.14,10,12,0,0,Consistent Climber,1884,16646
82.35,17,82.35,11,14,0,0,Consistent Climber,1884,16646
62.5,8,84.0,12,5,1,0,Consistent Climber,1884,16646
66.67,6,66.67,13,4,1,0,Consistent Climber,1884,16646
54.17,24,66.86,15,13,0,0,Consistent Climber,1884,16646
66.67,18,73.0,16,12,0,0,Consistent Climber,1884,16646
46.43,28,62.62,17,13,0,0,Consistent Climber,1884,16646
60.0,5,60.0,1,3,0,0,Deep Focus Learner,1885,16647
30.0,10,47.06,2,3,0,1,Deep Focus Learner,1885,16647
80.0,25,82.41,3,20,0,0,Deep Focus Learner,1885,16647
