active_day_ratio,active_days,active_days_last_7_days,avg_session_minutes,avg_time_per_question,evening_session_ratio,max_streak,pattern_label,persona,questions_per_session,recent_active_day_ratio,session_growth_ratio,sessions_last_7_days,sessions_previous_7_days,study_minutes_last_7_days,study_minutes_previous_7_days,synthetic_student_index,total_questions,total_sessions,total_study_minutes,user_id,weekend_session_ratio
0.8182,36,2,15.22,160.22,0.8182,6,Flexible Learner,Flexible Learner,4.98,0.6667,2.0,3,1,33.83,15.73,1364,219,44,669.72,16126,0.25
0.7872,37,3,10.56,112.43,0.7447,4,Flexible Learner,Flexible Learner,4.68,0.75,4,4,0,35.15,0.0,1365,220,47,496.3,16127,0.4043
1.0,9,3,18.41,203.3,0.5556,2,Fresh Starter,Fresh Starter,4.78,1.0,3,3,0,122.93,0.0,1366,43,9,165.67,16128,0.2222
0.8421,16,2,18.5,162.03,1.0,2,Deep Focus Learner,Deep Focus Learner,6.16,1.0,1.0,2,1,79.12,4.47,1367,117,19,351.48,16129,0.3158
0.6333,38,4,14.65,146.16,1.0,3,Consistent Climber,Consistent Climber,5.18,0.5714,2.5,7,2,61.75,90.82,1368,311,60,878.87,16130,0.0
0.7447,35,2,10.89,100.14,1.0,3,Consistent Climber,Consistent Climber,5.32,1.0,-0.6667,2,6,19.18,51.07,1369,250,47,511.98,16131,0.0
0.5526,21,2,14.98,149.51,0.2105,2,Weekend Learner,Weekend Learner,5.26,0.3333,2.0,6,2,65.95,12.42,1370,200,38,569.35,16132,1.0
1.0,8,0,9.02,87.32,0.625,1,Fresh Starter,Fresh Starter,4.62,0,-1.0,0,1,0.0,6.02,1371,37,8,72.17,16133,0.125
0.6184,47,3,11.67,108.0,1.0,5,High Achiever,High Achiever,5.46,0.6,0.0,5,5,66.0,48.23,1372,415,76,886.6,16134,0.1053
0.7636,42,3,10.55,100.25,1.0,5,Consistent Climber,Consistent Climber,5.38,0.75,0.0,4,4,37.75,29.65,1373,296,55,580.07,16135,0.0
0.7097,22,1,17.47,185.29,0.129,2,Weekend Learner,Weekend Learner,5.06,1.0,-0.75,1,4,8.73,44.03,1374,157,31,541.52,16136,1.0
0.8438,27,1,13.08,149.64,1.0,4,Deep Focus Learner,Deep Focus Learner,4.47,1.0,-0.5,1,2,18.2,16.85,1375,143,32,418.72,16137,0.4062
0.7308,19,2,10.8,118.13,0.1154,2,Weekend Learner,Weekend Learner,4.46,0.5,3.0,4,1,48.67,11.3,1376,116,26,280.83,16138,0.9231
1.0,16,1,10.1,108.97,0.5625,3,Fresh Starter,Fresh Starter,4.56,1.0,1,1,0,4.43,0.0,1377,73,16,161.63,16139,0.1875
0.8333,15,4,15.78,167.47,1.0,2,Deep Focus Learner,Deep Focus Learner,5.06,1.0,4,4,0,25.97,0.0,1378,91,18,283.98,16140,0.2222
0.8148,22,2,13.36,125.5,1.0,4,Deep Focus Learner,Deep Focus Learner,5.48,1.0,2,2,0,17.08,0.0,1379,148,27,360.72,16141,0.5185
0.8261,19,1,13.88,125.62,1.0,2,Deep Focus Learner,Deep Focus Learner,5.78,1.0,1,1,0,56.98,0.0,1380,133,23,319.2,16142,0.3913
0.5111,23,2,9.39,85.19,0.2,2,Weekend Learner,Weekend Learner,5.27,0.3333,0.0,6,6,57.9,55.42,1381,237,45,422.63,16143,0.9778
0.6143,43,3,10.32,96.73,1.0,4,Consistent Climber,Consistent Climber,5.26,0.4286,0.4,7,5,89.7,64.55,1382,368,70,722.75,16144,0.0
0.6562,42,1,10.08,92.93,1.0,5,Consistent Climber,Consistent Climber,5.41,1.0,-0.75,1,4,4.92,32.33,1383,346,64,645.27,16145,0.0
1.0,16,1,15.74,143.66,0.625,2,Fresh Starter,Fresh Starter,5.75,1.0,0.0,1,1,8.1,8.03,1384,92,16,251.92,16146,0.0625
0.6939,34,2,9.86,87.4,1.0,4,Consistent Climber,Consistent Climber,5.53,0.6667,-0.4,3,5,43.3,58.15,1385,271,49,483.1,16147,0.0
1.0,19,0,9.52,102.25,0.6316,3,Fresh Starter,Fresh Starter,4.63,0,0,0,0,0.0,0.0,1386,88,19,180.93,16148,0.2105
0.8235,28,2,13.61,121.62,1.0,3,Deep Focus Learner,Deep Focus Learner,5.82,1.0,0.0,2,2,23.08,24.02,1387,198,34,462.82,16149,0.2647
0.6545,36,1,10.42,93.95,0.6727,5,Flexible Learner,Flexible Learner,5.49,0.3333,-0.5,3,6,22.97,70.48,1388,302,55,573.13,16150,0.1455
0.8085,38,0,10.51,92.81,0.6809,4,Flexible Learner,Flexible Learner,5.62,0,-1.0,0,2,0.0,13.3,1389,264,47,494.15,16151,0.2553
0.6753,52,3,18.1,183.4,1.0,5,Consistent Climber,Consistent Climber,5.31,0.75,-0.4286,4,7,46.72,74.18,1390,409,77,1393.5,16152,0.0
0.8824,30,3,16.0,146.82,1.0,3,Deep Focus Learner,Deep Focus Learner,5.76,1.0,2.0,3,1,30.85,6.7,1391,196,34,544.07,16153,0.3529
0.6731,35,2,18.69,184.86,1.0,4,Consistent Climber,Consistent Climber,5.44,0.6667,0.5,3,2,24.8,19.42,1392,283,52,971.83,16154,0.0
0.8125,26,1,9.26,79.68,1.0,4,Deep Focus Learner,Deep Focus Learner,5.5,1.0,0.0,1,1,9.18,9.55,1393,176,32,296.42,16155,0.4062
0.9474,18,3,17.34,175.84,1.0,2,Deep Focus Learner,Deep Focus Learner,5.21,1.0,0.5,3,2,109.13,59.28,1394,99,19,329.47,16156,0.3684
1.0,16,0,12.74,134.82,0.4375,2,Fresh Starter,Fresh Starter,4.88,0,0,0,0,0.0,0.0,1395,78,16,203.77,16157,0.375
0.587,27,2,9.82,83.14,0.2391,2,Weekend Learner,Weekend Learner,5.76,0.5,0.3333,4,3,36.25,24.58,1396,265,46,451.85,16158,0.9565
0.8727,48,4,12.43,113.89,0.7818,4,Flexible Learner,Flexible Learner,5.55,1.0,0.0,4,4,45.32,39.85,1397,305,55,683.4,16159,0.3636
0.8649,32,3,9.82,98.69,1.0,2,Deep Focus Learner,Deep Focus Learner,4.92,0.6,0.25,5,4,52.18,29.03,1398,182,37,363.37,16160,0.2973
0.7436,29,3,13.54,135.89,0.641,2,Flexible Learner,Flexible Learner,5.1,1.0,0.5,3,2,84.05,27.02,1399,199,39,528.2,16161,0.3333
0.7377,45,2,10.87,99.42,1.0,5,Consistent Climber,Consistent Climber,5.41,0.6667,-0.5714,3,7,37.8,112.95,1400,330,61,663.1,16162,0.0
0.7143,35,1,10.29,95.34,1.0,3,Consistent Climber,Consistent Climber,5.35,1.0,-0.75,1,4,5.68,33.08,1401,262,49,504.22,16163,0.0
0.6389,23,1,14.23,138.47,0.1667,2,Weekend Learner,Weekend Learner,5.33,0.3333,0.5,3,2,29.17,39.2,1402,192,36,512.43,16164,0.9167
0.8571,30,2,13.42,141.13,0.7429,3,Flexible Learner,Flexible Learner,4.97,1.0,0.0,2,2,25.73,13.55,1403,174,35,469.73,16165,0.2
0.7547,40,2,10.59,93.48,0.8679,5,Flexible Learner,Flexible Learner,5.51,1.0,1.0,2,1,19.08,8.38,1404,292,53,561.08,16166,0.3019
0.9091,20,3,12.55,112.43,1.0,2,Deep Focus Learner,Deep Focus Learner,5.68,1.0,-0.25,3,4,58.13,48.82,1405,125,22,276.05,16167,0.3182
0.7222,39,3,16.14,151.23,1.0,4,High Achiever,High Achiever,5.67,0.75,-0.4286,4,7,67.1,139.68,1406,306,54,871.47,16168,0.1667
0.6857,48,4,10.3,95.96,1.0,5,Consistent Climber,Consistent Climber,5.24,1.0,0.3333,4,3,42.22,18.18,1407,367,70,720.67,16169,0.0
0.8788,29,1,13.01,127.91,1.0,2,Deep Focus Learner,Deep Focus Learner,5.21,1.0,-0.5,1,2,6.43,40.22,1408,172,33,429.33,16170,0.2727
0.6494,50,4,9.79,93.38,1.0,5,Consistent Climber,Consistent Climber,5.03,1.0,1.0,4,2,69.25,17.5,1409,387,77,754.2,16171,0.0
1.0,14,2,19.2,209.09,0.4286,1,Fresh Starter,Fresh Starter,5.0,1.0,2,2,0,70.97,0.0,1410,70,14,268.8,16172,0.3571
0.6316,48,3,16.39,170.48,1.0,5,Consistent Climber,Consistent Climber,5.08,0.5,0.0,6,6,96.15,66.4,1411,386,76,1245.32,16173,0.0
0.7714,27,4,13.35,127.24,1.0,3,Deep Focus Learner,Deep Focus Learner,5.43,1.0,4,4,0,89.62,0.0,1412,190,35,467.2,16174,0.3429
1.0,12,1,10.38,99.58,0.8333,2,Fresh Starter,Fresh Starter,5.0,1.0,-0.5,1,2,8.27,13.43,1413,60,12,124.52,16175,0.5
0.589,43,3,15.38,165.22,1.0,5,Consistent Climber,Consistent Climber,4.89,0.4286,0.4,7,5,128.72,44.73,1414,357,73,1122.47,16176,0.0
0.6479,46,3,16.53,168.91,1.0,5,Consistent Climber,Consistent Climber,5.23,0.75,0.0,4,4,61.18,120.33,1415,371,71,1173.83,16177,0.0
1.0,16,2,11.18,97.3,0.5625,2,Fresh Starter,Fresh Starter,5.69,1.0,0.0,2,2,21.93,12.42,1416,91,16,178.87,16178,0.25
0.825,33,2,11.8,118.26,0.775,5,Flexible Learner,Flexible Learner,5.03,0.5,0.0,4,4,67.68,67.87,1417,201,40,471.85,16179,0.325
0.6623,51,5,12.83,129.74,1.0,5,Consistent Climber,Consistent Climber,5.06,0.625,1.0,8,4,77.65,43.78,1418,390,77,987.8,16180,0.0
0.907,39,1,14.55,136.87,0.7442,4,Flexible Learner,Flexible Learner,5.49,1.0,0.0,1,1,59.67,5.57,1419,236,43,625.77,16181,0.2558
0.7692,20,0,11.88,122.21,1.0,3,Deep Focus Learner,Deep Focus Learner,4.88,0,-1.0,0,4,0.0,41.57,1420,127,26,308.98,16182,0.2692
1.0,19,3,14.89,138.0,0.7368,2,Fresh Starter,Fresh Starter,5.68,1.0,0.5,3,2,51.22,14.55,1421,108,19,282.92,16183,0.2632
0.7949,31,3,16.63,159.6,0.7692,3,Flexible Learner,Flexible Learner,5.49,1.0,3,3,0,36.73,0.0,1422,214,39,648.45,16184,0.4103
0.8571,30,2,12.35,112.08,1.0,3,Deep Focus Learner,Deep Focus Learner,5.74,1.0,0.0,2,2,11.3,27.47,1423,201,35,432.12,16185,0.3143
1.0,17,1,19.9,208.18,0.7059,3,Fresh Starter,Fresh Starter,5.18,1.0,-0.5,1,2,27.77,33.9,1424,88,17,338.37,16186,0.2941
0.5946,22,2,14.54,161.06,0.1351,2,Weekend Learner,Weekend Learner,4.7,0.5,4,4,0,54.93,0.0,1425,174,37,538.15,16187,0.973
0.5455,24,2,11.49,111.41,0.1591,3,Weekend Learner,Weekend Learner,5.18,0.6667,0.5,3,2,39.38,23.95,1426,228,44,505.47,16188,0.9773
0.6909,38,1,12.48,131.52,0.6364,3,Flexible Learner,Flexible Learner,4.84,1.0,-0.6667,1,3,10.6,41.1,1427,266,55,686.48,16189,0.2727
0.7917,38,2,13.01,130.09,1.0,3,Consistent Climber,Consistent Climber,5.15,1.0,-0.6,2,5,14.55,106.92,1428,247,48,624.4,16190,0.0
0.766,36,2,9.15,82.59,1.0,5,Consistent Climber,Consistent Climber,5.28,1.0,2,2,0,16.73,0.0,1429,248,47,429.83,16191,0.0
0.7556,34,3,12.19,117.24,1.0,4,Consistent Climber,Consistent Climber,5.18,0.5,1.0,6,3,43.78,28.33,1430,233,45,548.35,16192,0.0
1.0,16,2,12.07,128.58,0.875,2,Fresh Starter,Fresh Starter,4.88,1.0,0.0,2,2,13.38,19.12,1431,78,16,193.18,16193,0.375
0.7647,26,3,15.89,157.7,1.0,3,Deep Focus Learner,Deep Focus Learner,5.29,0.75,0.3333,4,3,53.03,45.22,1432,180,34,540.27,16194,0.4412
0.68,17,1,8.77,84.72,0.08,2,Weekend Learner,Weekend Learner,4.68,0.5,1.0,2,1,13.2,10.53,1433,117,25,219.13,16195,1.0
1.0,23,1,11.01,115.33,0.5217,2,Fresh Starter,Fresh Starter,4.87,1.0,1,1,0,11.45,0.0,1434,112,23,253.17,16196,0.1739
0.678,40,4,10.71,106.77,1.0,6,High Achiever,High Achiever,4.95,0.8,0.0,5,5,77.55,30.88,1435,292,59,632.08,16197,0.1695
0.8333,40,2,13.07,139.05,0.75,6,Flexible Learner,Flexible Learner,4.85,1.0,-0.3333,2,3,64.9,44.42,1436,233,48,627.4,16198,0.2083
0.8298,39,5,10.62,93.07,0.8298,4,Flexible Learner,Flexible Learner,5.7,0.8333,0.5,6,4,48.52,36.68,1437,268,47,499.05,16199,0.4681
0.5208,25,1,10.86,98.46,0.0833,3,Weekend Learner,Weekend Learner,5.44,0.3333,-0.4,3,5,81.58,37.17,1438,261,48,521.18,16200,0.9583
0.6338,45,4,15.24,158.4,1.0,5,Consistent Climber,Consistent Climber,5.11,0.6667,2.0,6,2,75.62,68.6,1439,363,71,1081.87,16201,0.0
0.8889,16,2,13.25,122.13,1.0,3,Deep Focus Learner,Deep Focus Learner,5.61,0.6667,2.0,3,1,27.88,10.63,1440,101,18,238.45,16202,0.2778
0.65,39,4,13.48,129.12,1.0,5,Consistent Climber,Consistent Climber,5.35,0.8,0.0,5,5,52.83,46.08,1441,321,60,808.73,16203,0.0
0.68,51,4,10.82,101.43,1.0,5,Consistent Climber,Consistent Climber,5.31,1.0,-0.3333,4,6,53.18,73.42,1442,398,75,811.27,16204,0.0
0.9167,33,2,9.95,89.76,1.0,3,Deep Focus Learner,Deep Focus Learner,5.36,1.0,-0.5,2,4,18.97,58.68,1443,193,36,358.37,16205,0.3889
0.9444,17,2,16.42,163.69,1.0,2,Deep Focus Learner,Deep Focus Learner,5.39,1.0,0.0,2,2,43.03,21.18,1444,97,18,295.48,16206,0.3889
0.6984,44,3,15.62,161.91,1.0,5,Consistent Climber,Consistent Climber,5.1,0.5,0.5,6,4,126.62,99.37,1445,321,63,984.3,16207,0.0
0.7963,43,3,15.45,158.69,0.7407,5,Flexible Learner,Flexible Learner,5.11,1.0,-0.4,3,5,41.7,75.53,1446,276,54,834.2,16208,0.3519
0.72,36,4,14.74,147.44,1.0,3,Consistent Climber,Consistent Climber,5.2,0.5714,2.5,7,2,94.93,24.88,1447,260,50,736.93,16209,0.0
1.0,21,3,11.82,106.93,0.7619,3,Fresh Starter,Fresh Starter,5.57,1.0,0.5,3,2,84.62,16.0,1448,117,21,248.27,16210,0.2857
1.0,8,1,11.86,101.27,0.5,1,Fresh Starter,Fresh Starter,6.0,1.0,0.0,1,1,9.4,10.02,1449,48,8,94.85,16211,0.375
0.9091,20,0,10.95,95.98,1.0,2,Deep Focus Learner,Deep Focus Learner,5.73,0,0,0,0,0.0,0.0,1450,126,22,240.82,16212,0.2727
0.8,16,1,9.04,117.0,1.0,3,Deep Focus Learner,Deep Focus Learner,3.7,1.0,-0.5,1,2,5.52,9.45,1451,74,20,180.9,16213,0.4
0.6944,50,3,11.1,101.14,1.0,4,High Achiever,High Achiever,5.5,0.75,-0.4286,4,7,25.05,63.52,1452,396,72,799.28,16214,0.125
0.717,38,1,13.31,128.77,1.0,4,Consistent Climber,Consistent Climber,5.32,1.0,-0.8333,1,6,18.5,67.92,1453,282,53,705.35,16215,0.0
0.8,20,2,14.01,123.92,0.08,2,Weekend Learner,Weekend Learner,5.84,0.6667,3,3,0,28.73,0.0,1454,146,25,350.25,16216,1.0
1.0,20,1,17.11,150.29,1.0,4,Deep Focus Learner,Deep Focus Learner,6.1,1.0,0.0,1,1,4.73,10.97,1455,122,20,342.27,16217,0.25
0.8108,30,3,9.47,93.19,0.8378,4,Flexible Learner,Flexible Learner,4.89,1.0,2.0,3,1,20.05,8.72,1456,181,37,350.42,16218,0.1892
0.6923,36,1,10.45,98.21,0.6923,4,Flexible Learner,Flexible Learner,5.13,0.3333,0.0,3,3,15.6,37.73,1457,267,52,543.28,16219,0.25
0.4651,20,2,11.14,121.78,0.2326,2,Weekend Learner,Weekend Learner,4.6,0.5,0.3333,4,3,38.42,22.43,1458,198,43,479.07,16220,1.0
0.7241,42,2,14.85,134.07,1.0,5,High Achiever,High Achiever,5.84,0.6667,-0.25,3,4,99.7,144.03,1459,339,58,861.27,16221,0.1379
0.6825,43,3,12.83,122.71,1.0,5,Consistent Climber,Consistent Climber,5.29,0.75,-0.2,4,5,90.08,55.12,1460,333,63,808.0,16222,0.0
0.7917,38,3,11.65,101.6,1.0,4,Consistent Climber,Consistent Climber,5.71,1.0,0.0,3,3,22.27,41.1,1461,274,48,559.08,16223,0.0
0.6,51,4,16.32,170.36,1.0,4,High Achiever,High Achiever,5.07,0.5714,1.3333,7,3,125.88,22.38,1462,431,85,1386.78,16224,0.2235
0.625,50,3,11.65,123.34,1.0,5,Consistent Climber,Consistent Climber,4.8,0.75,-0.4286,4,7,37.68,62.35,1463,384,80,932.3,16225,0.0
0.8043,37,1,11.79,114.97,0.7391,3,Flexible Learner,Flexible Learner,5.2,1.0,-0.75,1,4,4.55,48.27,1464,239,46,542.35,16226,0.2174
0.5143,18,1,9.33,90.18,0.0857,2,Weekend Learner,Weekend Learner,4.83,0.3333,0.5,3,2,19.98,16.77,1465,169,35,326.58,16227,1.0
0.6761,48,2,15.3,163.66,1.0,5,Consistent Climber,Consistent Climber,4.96,0.6667,-0.6667,3,9,53.45,105.37,1466,352,71,1086.48,16228,0.0
0.9429,33,1,14.47,152.72,1.0,4,Deep Focus Learner,Deep Focus Learner,4.97,0.5,-0.3333,2,3,11.55,52.92,1467,174,35,506.58,16229,0.2
0.7826,36,1,9.55,89.34,1.0,5,Consistent Climber,Consistent Climber,5.11,1.0,-0.8,1,5,12.58,40.03,1468,235,46,439.1,16230,0.0
0.6267,47,4,10.49,98.21,1.0,5,Consistent Climber,Consistent Climber,5.2,0.5,0.1429,8,7,74.13,63.87,1469,390,75,786.78,16231,0.0
1.0,12,0,14.92,129.71,0.8333,2,Fresh Starter,Fresh Starter,6.0,0,-1.0,0,1,0.0,7.07,1470,72,12,179.07,16232,0.4167
1.0,23,3,10.96,110.9,0.5217,2,Fresh Starter,Fresh Starter,4.91,1.0,2.0,3,1,38.28,27.35,1471,113,23,251.97,16233,0.3043
0.7561,31,3,10.79,112.12,0.7317,3,Flexible Learner,Flexible Learner,4.76,0.75,0.0,4,4,48.63,49.8,1472,195,41,442.42,16234,0.2195
1.0,10,1,10.53,94.46,0.5,2,Fresh Starter,Fresh Starter,5.4,1.0,1,1,0,12.03,0.0,1473,54,10,105.28,16235,0.5
0.7872,37,3,12.04,120.22,1.0,4,Consistent Climber,Consistent Climber,5.09,0.6,-0.1667,5,6,49.48,51.67,1474,239,47,565.67,16236,0.0
1.0,14,2,20.52,186.47,0.7143,1,Fresh Starter,Fresh Starter,5.93,1.0,0.0,2,2,53.5,45.18,1475,83,14,287.3,16237,0.2857
1.0,24,3,14.19,134.09,0.75,6,Fresh Starter,Fresh Starter,5.62,1.0,3,3,0,35.97,0.0,1476,135,24,340.63,16238,0.1667
0.7872,37,1,13.51,123.61,1.0,4,Consistent Climber,Consistent Climber,5.62,1.0,-0.6667,1,3,11.8,35.03,1477,264,47,634.95,16239,0.0
0.6923,45,3,10.44,97.58,1.0,5,Consistent Climber,Consistent Climber,5.29,0.75,0.0,4,4,43.38,89.62,1478,344,65,678.28,16240,0.0
1.0,23,4,8.81,87.53,0.7391,4,Fresh Starter,Fresh Starter,4.91,1.0,1.0,4,2,34.43,15.45,1479,113,23,202.7,16241,0.2609
0.6842,26,1,9.84,85.45,1.0,4,Deep Focus Learner,Deep Focus Learner,5.58,0.5,-0.5,2,4,17.95,44.07,1480,212,38,373.95,16242,0.2632
0.625,15,2,9.11,78.45,0.2083,2,Weekend Learner,Weekend Learner,5.46,0.3333,1.0,6,3,52.92,22.62,1481,131,24,218.75,16243,0.9583
1.0,20,2,10.18,102.52,0.55,2,Fresh Starter,Fresh Starter,4.95,1.0,1.0,2,1,18.57,8.98,1482,99,20,203.52,16244,0.2
0.8182,18,0,9.58,83.59,1.0,3,Deep Focus Learner,Deep Focus Learner,5.59,0,-1.0,0,2,0.0,21.0,1483,123,22,210.78,16245,0.1364
0.8824,30,2,13.3,137.31,1.0,4,Deep Focus Learner,Deep Focus Learner,5.0,1.0,0.0,2,2,18.07,36.03,1484,170,34,452.32,16246,0.2353
0.8571,30,3,11.48,101.99,0.6571,3,Flexible Learner,Flexible Learner,5.63,1.0,-0.25,3,4,49.27,37.7,1485,197,35,401.92,16247,0.2857
0.9524,20,1,14.93,151.09,1.0,2,Deep Focus Learner,Deep Focus Learner,5.19,1.0,0.0,1,1,10.73,7.7,1486,109,21,313.47,16248,0.0952
0.8182,36,3,11.14,127.79,0.7727,3,Flexible Learner,Flexible Learner,4.36,1.0,-0.25,3,4,17.97,30.77,1487,192,44,490.13,16249,0.2727
1.0,19,1,12.98,132.31,0.6316,2,Fresh Starter,Fresh Starter,4.89,1.0,1,1,0,28.13,0.0,1488,93,19,246.53,16250,0.3684
0.5263,20,1,9.88,103.24,0.1316,2,Weekend Learner,Weekend Learner,4.74,0.5,-0.6667,2,6,16.93,53.18,1489,180,38,375.25,16251,1.0
0.8214,23,0,9.58,81.17,0.6429,3,Flexible Learner,Flexible Learner,5.64,0,-1.0,0,1,0.0,9.43,1490,158,28,268.18,16252,0.2143
1.0,8,0,12.11,151.06,0.5,1,Fresh Starter,Fresh Starter,3.88,0,-1.0,0,1,0.0,5.97,1491,31,8,96.87,16253,0.25
1.0,24,3,11.12,102.53,0.4167,2,Fresh Starter,Fresh Starter,5.29,1.0,0.5,3,2,34.35,34.77,1492,127,24,266.92,16254,0.1667
0.6029,41,2,11.46,100.67,1.0,5,High Achiever,High Achiever,5.74,0.5,0.0,4,4,38.78,33.45,1493,390,68,779.58,16255,0.1176
0.7857,33,5,15.16,146.98,0.8095,5,Flexible Learner,Flexible Learner,5.45,0.8333,0.5,6,4,62.6,47.5,1494,229,42,636.65,16256,0.2381
0.8333,30,2,12.19,104.47,0.5833,3,Flexible Learner,Flexible Learner,5.86,0.6667,-0.25,3,4,22.4,41.13,1495,211,36,438.92,16257,0.1667
1.0,22,1,15.03,148.45,0.6818,2,Fresh Starter,Fresh Starter,5.27,1.0,-0.5,1,2,8.85,15.62,1496,116,22,330.7,16258,0.2727
0.8158,31,2,15.21,147.65,0.7632,5,Flexible Learner,Flexible Learner,5.39,1.0,-0.6,2,5,73.47,59.48,1497,205,38,578.1,16259,0.2895
0.68,17,1,13.15,130.78,0.16,2,Weekend Learner,Weekend Learner,5.24,0.3333,2.0,3,1,41.78,6.68,1498,131,25,328.72,16260,0.92
0.6479,46,4,10.22,97.86,1.0,5,Consistent Climber,Consistent Climber,5.06,0.8,0.25,5,4,61.28,48.55,1499,359,71,725.37,16261,0.0
1.0,10,1,8.75,112.54,0.9,1,Fresh Starter,Fresh Starter,3.9,1.0,0.0,1,1,6.13,8.92,1500,39,10,87.53,16262,0.3
0.5349,23,2,13.56,138.68,0.2558,3,Weekend Learner,Weekend Learner,5.12,0.5,3.0,4,1,35.57,15.12,1501,220,43,582.95,16263,0.9767
0.6136,27,3,14.67,141.75,0.0909,3,Weekend Learner,Weekend Learner,5.43,0.75,1.0,4,2,26.83,23.92,1502,239,44,645.52,16264,0.9545
0.8919,33,0,9.87,88.55,0.7297,4,Flexible Learner,Flexible Learner,5.32,0,0,0,0,0.0,0.0,1503,197,37,365.2,16265,0.2703
0.5116,22,2,16.92,160.77,0.186,2,Weekend Learner,Weekend Learner,5.58,1.0,2,2,0,67.63,0.0,1504,240,43,727.53,16266,1.0
0.7288,43,2,13.84,127.15,1.0,3,High Achiever,High Achiever,5.64,1.0,-0.6,2,5,23.7,65.65,1505,333,59,816.72,16267,0.2034
0.68,51,3,10.29,93.75,1.0,5,Consistent Climber,Consistent Climber,5.39,0.75,-0.3333,4,6,41.63,63.22,1506,404,75,771.75,16268,0.0
0.6897,40,2,11.32,102.98,1.0,4,Consistent Climber,Consistent Climber,5.53,0.6667,-0.25,3,4,25.53,73.67,1507,321,58,656.82,16269,0.0
0.9474,18,0,10.88,97.69,1.0,2,Deep Focus Learner,Deep Focus Learner,5.58,0,-1.0,0,2,0.0,19.78,1508,106,19,206.65,16270,0.2105
0.8667,26,1,15.44,150.64,1.0,2,Deep Focus Learner,Deep Focus Learner,5.43,1.0,-0.6667,1,3,11.93,27.8,1509,163,30,463.3,16271,0.2
0.4468,21,3,12.37,110.73,0.1915,3,Weekend Learner,Weekend Learner,5.7,0.5,-0.1429,6,7,113.23,95.62,1510,268,47,581.4,16272,0.9787
0.6456,51,4,14.68,137.91,1.0,5,Consistent Climber,Consistent Climber,5.56,0.8,0.25,5,4,44.92,40.17,1511,439,79,1159.68,16273,0.0
0.7308,38,1,13.98,139.67,1.0,3,High Achiever,High Achiever,5.19,1.0,-0.8571,1,7,10.93,93.28,1512,270,52,726.77,16274,0.2308
0.717,38,2,12.29,131.99,0.6981,3,Flexible Learner,Flexible Learner,4.72,0.6667,-0.4,3,5,22.95,55.07,1513,250,53,651.52,16275,0.1887
0.7612,51,4,11.63,109.14,1.0,6,High Achiever,High Achiever,5.36,1.0,0.0,4,4,26.98,30.3,1514,359,67,779.13,16276,0.1791
0.6835,54,3,15.57,156.78,1.0,6,High Achiever,High Achiever,5.24,0.75,-0.6,4,10,71.35,175.68,1515,414,79,1229.83,16277,0.1646
0.5116,22,2,10.4,101.35,0.1395,2,Weekend Learner,Weekend Learner,5.05,0.6667,2.0,3,1,29.1,46.57,1516,217,43,447.12,16278,0.9767
0.6486,48,4,11.39,112.76,1.0,5,Consistent Climber,Consistent Climber,5.03,0.4444,1.25,9,4,80.47,32.03,1517,372,74,843.07,16279,0.0
0.6571,23,2,9.65,94.34,0.1429,2,Weekend Learner,Weekend Learner,4.89,0.6667,-0.25,3,4,28.85,46.75,1518,171,35,337.63,16280,1.0
0.7455,41,5,13.29,126.97,0.6364,5,Flexible Learner,Flexible Learner,5.44,0.5,4.0,10,2,144.07,44.55,1519,299,55,731.1,16281,0.2364
0.5278,19,0,12.2,128.4,0.1944,2,Weekend Learner,Weekend Learner,4.81,0,-1.0,0,6,0.0,55.17,1520,173,36,439.33,16282,0.9722
0.6234,48,5,9.94,99.47,1.0,5,Consistent Climber,Consistent Climber,4.79,0.8333,-0.1429,6,7,43.85,64.15,1521,369,77,765.02,16283,0.0
0.76,19,2,10.69,107.47,0.24,3,Weekend Learner,Weekend Learner,4.8,1.0,-0.3333,2,3,13.9,25.93,1522,120,25,267.27,16284,0.92
0.9355,29,0,13.45,149.13,0.6774,4,Flexible Learner,Flexible Learner,4.61,0,0,0,0,0.0,0.0,1523,143,31,417.02,16285,0.2581
0.7561,31,3,11.08,104.77,0.6829,3,Flexible Learner,Flexible Learner,5.24,1.0,0.5,3,2,53.72,11.95,1524,215,41,454.43,16286,0.4146
0.9643,27,2,10.93,96.73,1.0,3,Deep Focus Learner,Deep Focus Learner,5.5,1.0,1.0,2,1,52.5,7.07,1525,154,28,306.15,16287,0.3929
0.8387,26,3,10.02,96.15,1.0,3,Deep Focus Learner,Deep Focus Learner,5.06,0.75,0.3333,4,3,36.65,35.92,1526,157,31,310.58,16288,0.3548
0.6988,58,3,16.0,150.19,1.0,5,High Achiever,High Achiever,5.65,1.0,-0.5714,3,7,122.03,56.65,1527,469,83,1327.87,16289,0.1687
0.7568,28,2,12.52,129.15,1.0,3,Deep Focus Learner,Deep Focus Learner,4.95,0.6667,0.0,3,3,50.8,28.9,1528,183,37,463.23,16290,0.4054
0.9355,29,3,13.34,118.46,1.0,3,Deep Focus Learner,Deep Focus Learner,5.74,0.75,1.0,4,2,66.93,19.3,1529,178,31,413.4,16291,0.3548
0.8298,39,2,12.47,109.02,0.7447,6,Flexible Learner,Flexible Learner,5.83,0.6667,2.0,3,1,26.63,12.73,1530,274,47,586.32,16292,0.2553
