active_days,avg_session_minutes,avg_time_per_question,avg_topic_mastery,hard_accuracy_percent,hidden_ability,max_streak,original_profile_target_grade,original_profile_target_score,overall_accuracy,overall_accuracy_percent,paper1_accuracy,paper1_accuracy_percent,paper2_accuracy,paper2_accuracy_percent,persona,recent_accuracy,recent_accuracy_percent,score_ratio_percent,strong_topic_count,study_consistency_score,synthetic_student_index,target_grade,target_score,total_questions_attempted,total_sessions,total_study_minutes,user_id,weak_topic_count
52,17.33,173.06,76.74,59.51,0.9501,6,A+,98,0.7218,72.18,0.8603,86.03,0.6388,63.88,High Achiever,0.9,90.0,86.39,4,98,1570,A+,95.32,363,68,1178.3,16332,0
16,9.98,87.91,53.2,48.28,0.6856,2,B,63.63,0.5366,53.66,0.5615,56.15,0.4412,44.12,Weekend Learner,0.4,40.0,56.08,3,36,1571,C+,58.27,164,29,289.43,16333,7
45,12.17,113.22,52.66,32.98,0.6793,5,B+,68.74,0.4723,47.23,0.4724,47.24,0.472,47.2,Consistent Climber,0.6,60.0,58.92,2,86,1572,B+,66.71,379,70,851.82,16334,7
35,10.46,104.16,44.66,27.08,0.5839,4,C,54.1,0.4,40.0,0.4286,42.86,0.2889,28.89,Flexible Learner,0.45,45.0,46.39,2,54,1573,C,53.63,220,44,460.33,16335,8
31,9.56,88.5,59.46,46.43,0.6876,4,B+,65.53,0.5414,54.14,0.5541,55.41,0.4848,48.48,Flexible Learner,0.4,40.0,53.54,2,94,1574,B+,69.57,181,35,334.65,16336,3
25,18.3,160.83,38.86,20.0,0.5888,3,C,54.43,0.3346,33.46,0.4016,40.16,0.2766,27.66,Weekend Learner,0.05,5.0,40.93,2,30,1575,E,44.15,263,43,786.75,16337,10
43,12.52,120.48,69.01,47.83,0.8369,5,A,87.79,0.6494,64.94,0.6848,68.48,0.5495,54.95,Consistent Climber,0.8,80.0,73.77,2,94,1576,A,85.03,348,66,826.48,16338,0
21,13.4,154.21,37.64,28.26,0.6716,3,B,63.69,0.3867,38.67,0.4474,44.74,0.3243,32.43,Weekend Learner,0.35,35.0,54.54,0,54,1577,C,54.04,150,33,442.2,16339,9
44,14.34,149.22,45.88,33.33,0.688,5,A-,70.18,0.4046,40.46,0.4464,44.64,0.3802,38.02,Consistent Climber,0.65,65.0,54.28,1,98,1578,B,64.38,304,60,860.67,16340,9
40,13.39,142.29,42.34,19.72,0.6173,4,B,60.83,0.3204,32.04,0.3984,39.84,0.2564,25.64,Consistent Climber,0.3,30.0,43.61,1,90,1579,C+,55.76,284,58,776.35,16341,8
38,10.86,113.02,69.61,42.62,0.8032,4,A,82.66,0.6278,62.78,0.6716,67.16,0.5618,56.18,Consistent Climber,0.85,85.0,73.82,6,98,1580,A,85.28,223,46,499.6,16342,2
41,12.04,119.98,65.2,43.97,0.7728,4,A-,78.45,0.5794,57.94,0.6379,63.79,0.4569,45.69,Consistent Climber,0.6,60.0,69.26,5,98,1581,A,81.35,359,71,854.5,16343,5
43,10.43,88.76,68.04,52.13,0.7988,5,A,81.12,0.6476,64.76,0.6633,66.33,0.551,55.1,Consistent Climber,0.7,70.0,70.21,3,70,1582,A,80.71,349,62,646.48,16344,0
23,19.43,215.14,22.54,2.0,0.3642,2,G,26.55,0.1429,14.29,0.2692,26.92,0.1047,10.47,Fresh Starter,0.05,5.0,23.67,1,42,1583,G,29.38,112,23,446.98,16345,9
46,12.1,109.23,54.95,35.11,0.7305,4,B+,68.55,0.5286,52.86,0.5667,56.67,0.3684,36.84,Flexible Learner,0.5,50.0,59.66,1,58,1584,B+,66.67,297,53,641.38,16346,6
35,14.98,150.6,41.79,22.34,0.6466,5,B,61.5,0.3718,37.18,0.4759,47.59,0.2576,25.76,Consistent Climber,0.65,65.0,52.65,0,74,1585,C+,59.34,277,53,794.0,16347,11
24,10.4,110.77,28.35,10.34,0.4702,2,E,42.9,0.2422,24.22,0.2178,21.78,0.2833,28.33,Weekend Learner,0.35,35.0,31.1,0,78,1586,E,41.56,161,35,364.13,16348,10
39,12.36,120.65,46.13,23.46,0.5879,3,B+,66.17,0.4369,43.69,0.4667,46.67,0.3776,37.76,Consistent Climber,0.45,45.0,53.02,0,94,1587,B,62.07,293,56,691.93,16349,9
43,11.69,99.83,68.39,51.04,0.8907,3,A+,91.77,0.6562,65.62,0.6616,66.16,0.6316,63.16,High Achiever,0.55,55.0,72.16,3,78,1588,A-,79.73,320,55,642.95,16350,0
16,12.71,139.53,52.32,41.46,0.6922,2,B+,66.73,0.5,50.0,0.5846,58.46,0.4353,43.53,Weekend Learner,0.7,70.0,61.2,2,48,1589,B,61.41,150,32,406.73,16351,7
16,14.03,129.2,16.68,4.55,0.3763,2,G,25,0.1648,16.48,0.1884,18.84,0.0909,9.09,Fresh Starter,0.15,15.0,18.67,0,24,1590,G,20.48,91,16,224.53,16352,11
33,15.22,167.24,54.82,36.14,0.7305,6,A-,73.14,0.507,50.7,0.5439,54.39,0.4937,49.37,Flexible Learner,0.35,35.0,70.12,2,70,1591,A-,73.61,215,45,684.78,16353,7
26,12.55,113.77,67.59,49.12,0.779,3,A-,73.34,0.6056,60.56,0.6378,63.78,0.5283,52.83,Flexible Learner,0.65,65.0,69.44,4,54,1592,A-,76.14,180,33,414.23,16354,1
35,12.22,120.03,66.02,45.76,0.8288,3,A,85.97,0.6154,61.54,0.6835,68.35,0.5158,51.58,Consistent Climber,0.75,75.0,76.72,1,98,1593,A,86.66,234,45,549.75,16355,2
20,17.78,154.31,48.89,23.21,0.7153,2,B+,66.19,0.4444,44.44,0.561,56.1,0.2642,26.42,Deep Focus Learner,0.45,45.0,53.66,2,54,1594,C+,58.92,135,22,391.27,16356,5
20,7.75,72.14,54.51,34.38,0.6906,2,B+,65.33,0.5111,51.11,0.5088,50.88,0.5556,55.56,Weekend Learner,0.4,40.0,52.46,0,54,1595,B,60.97,180,36,279.0,16357,6
34,13.78,137.32,57.03,37.04,0.7316,5,A-,70.8,0.5135,51.35,0.558,55.8,0.4405,44.05,Flexible Learner,0.4,40.0,63.9,2,54,1596,B+,67.59,222,42,578.97,16358,5
21,13.37,132.43,53.85,35.56,0.7338,3,A-,71.25,0.4959,49.59,0.5333,53.33,0.4348,43.48,Deep Focus Learner,0.6,60.0,62.18,1,46,1597,B+,66.54,121,23,307.48,16359,4
46,11.76,128.54,69.52,50.0,0.7974,6,A,81.07,0.6221,62.21,0.6347,63.47,0.6071,60.71,High Achiever,0.8,80.0,77.5,6,90,1598,A,89.82,307,66,776.25,16360,4
27,11.55,101.96,63.12,41.94,0.7611,2,A-,72.99,0.601,60.1,0.6178,61.78,0.5366,53.66,Deep Focus Learner,0.6,60.0,67.07,2,42,1599,A-,70.33,198,35,404.22,16361,2
33,12.91,111.32,61.67,41.86,0.786,4,A-,78.92,0.5404,54.04,0.5701,57.01,0.4375,43.75,Consistent Climber,0.35,35.0,63.96,3,58,1600,A-,70.3,285,48,619.75,16362,4
17,9.71,82.62,42.37,24.0,0.5108,3,D,49.31,0.3867,38.67,0.3865,38.65,0.3889,38.89,Weekend Learner,0.25,25.0,39.4,1,61,1601,D,48.69,181,32,310.72,16363,10
43,15.05,138.98,53.2,45.45,0.7248,5,A-,73.53,0.5114,51.14,0.5347,53.47,0.487,48.7,Consistent Climber,0.65,65.0,65.83,0,70,1602,B+,68.95,395,69,1038.72,16364,6
43,10.58,90.23,53.13,39.08,0.6866,5,B+,68.05,0.5129,51.29,0.5162,51.62,0.4898,48.98,Consistent Climber,0.5,50.0,56.49,1,98,1603,B+,68.11,388,67,708.87,16365,8
47,18.23,178.84,57.75,39.1,0.7901,6,A,82.9,0.5291,52.91,0.6027,60.27,0.4747,47.47,High Achiever,0.45,45.0,70.6,2,98,1604,A-,78.5,344,63,1148.43,16366,4
16,8.32,71.61,59.99,54.17,0.7265,2,B+,69.54,0.5688,56.88,0.5347,53.47,1.0,100.0,Deep Focus Learner,0.6,60.0,59.13,4,24,1605,B,61.54,109,20,166.48,16367,4
37,12.56,133.78,32.06,11.11,0.4905,5,D,47.37,0.2965,29.65,0.4118,41.18,0.2105,21.05,Flexible Learner,0.15,15.0,35.47,0,54,1606,G,39.95,199,42,527.6,16368,11
41,12.68,123.99,39.67,16.92,0.5764,4,C,51.69,0.3571,35.71,0.3706,37.06,0.3333,33.33,Flexible Learner,0.25,25.0,45.16,0,86,1607,C,52.77,266,51,646.8,16369,12
21,9.05,81.46,19.07,16.67,0.3386,4,G,25,0.2162,21.62,0.2178,21.78,0.2,20.0,Fresh Starter,0.15,15.0,20.69,0,66,1608,G,31.97,111,21,190.03,16370,12
24,10.41,104.95,43.85,36.36,0.5582,3,C,54.31,0.4526,45.26,0.4804,48.04,0.3714,37.14,Deep Focus Learner,0.5,50.0,50.38,0,30,1609,D,49.72,137,28,291.58,16371,8
22,8.28,86.3,43.61,13.33,0.6417,4,B,63.64,0.4865,48.65,0.4684,46.84,0.5312,53.12,Deep Focus Learner,0.45,45.0,58.84,1,74,1610,B+,65.01,111,25,206.9,16372,7
44,12.93,121.97,73.23,56.59,0.8315,3,A,88.58,0.6948,69.48,0.7231,72.31,0.6262,62.62,Consistent Climber,0.7,70.0,78.51,5,98,1611,A,89.52,367,68,879.43,16373,0
30,11.82,104.25,43.97,20.0,0.6576,2,C+,60.0,0.4372,43.72,0.4294,42.94,0.4667,46.67,Deep Focus Learner,0.3,30.0,53.37,0,54,1612,C+,55.52,215,38,449.03,16374,7
51,13.29,121.19,56.49,39.29,0.7954,5,A-,78.35,0.5514,55.14,0.5859,58.59,0.4733,47.33,Consistent Climber,0.75,75.0,66.97,1,94,1613,A-,77.52,428,76,1009.85,16375,6
42,12.38,106.67,61.91,48.25,0.7312,4,A-,75.46,0.5876,58.76,0.6241,62.41,0.4219,42.19,Consistent Climber,0.5,50.0,61.65,3,82,1614,A-,72.65,354,60,742.72,16376,5
50,10.62,98.73,49.61,42.86,0.6579,5,B+,66.22,0.4921,49.21,0.5083,50.83,0.4304,43.04,Consistent Climber,0.65,65.0,54.47,0,82,1615,B,63.48,382,72,764.53,16377,6
19,14.64,143.4,36.13,15.38,0.658,2,B,60.16,0.3125,31.25,0.4211,42.11,0.102,10.2,Weekend Learner,0.25,25.0,36.55,0,52,1616,D,45.18,144,27,395.4,16378,7
38,10.56,97.27,50.84,33.73,0.7095,5,A-,74.04,0.5186,51.86,0.5431,54.31,0.4,40.0,Consistent Climber,0.75,75.0,57.35,0,82,1617,B,64.16,322,59,622.98,16379,7
38,13.48,122.05,45.95,34.41,0.6302,4,B,62.42,0.4006,40.06,0.4309,43.09,0.3267,32.67,Consistent Climber,0.45,45.0,49.18,1,98,1618,B,63.02,347,61,822.5,16380,8
44,9.83,93.53,52.13,27.88,0.7429,5,A-,74.55,0.5113,51.13,0.5312,53.12,0.4,40.0,Consistent Climber,0.75,75.0,57.7,0,98,1619,A-,70.3,397,78,766.73,16381,8
32,12.12,121.0,64.08,40.0,0.7442,4,A-,76.02,0.568,56.8,0.6536,65.36,0.433,43.3,Consistent Climber,0.35,35.0,67.67,5,46,1620,A-,70.97,250,49,593.73,16382,3
20,16.6,164.4,36.84,21.28,0.5244,2,D,46.98,0.321,32.1,0.3279,32.79,0.3168,31.68,Weekend Learner,0.35,35.0,43.24,1,30,1621,E,43.06,162,30,498.02,16383,11
22,10.26,92.18,44.12,21.21,0.4958,2,D,46.17,0.3911,39.11,0.4295,42.95,0.2609,26.09,Weekend Learner,0.4,40.0,41.73,2,54,1622,C,51.64,202,38,389.73,16384,10
31,10.43,92.8,33.11,4.55,0.4802,5,E,44.56,0.3025,30.25,0.3281,32.81,0.1957,19.57,Flexible Learner,0.3,30.0,33.85,0,100,1623,C,50.17,238,43,448.33,16385,14
32,11.75,122.96,36.72,24.0,0.5007,5,D,45.42,0.3048,30.48,0.2689,26.89,0.3676,36.76,Deep Focus Learner,0.35,35.0,39.23,0,82,1624,C,50.32,187,38,446.63,16386,11
44,13.52,136.66,38.36,24.74,0.6303,4,B,63.58,0.3984,39.84,0.4195,41.95,0.372,37.2,Consistent Climber,0.55,55.0,51.61,0,70,1625,C,54.46,369,72,973.68,16387,11
9,24.13,194.85,24.72,15.62,0.568,1,E,44.92,0.2097,20.97,0.4,40.0,0.119,11.9,Fresh Starter,0.15,15.0,29.45,0,25,1626,G,30.31,62,9,217.15,16388,5
21,13.28,128.82,12.9,2.94,0.3094,4,G,25,0.1455,14.55,0.1429,14.29,0.15,15.0,Fresh Starter,0.15,15.0,21.71,0,42,1627,G,24.21,110,21,278.85,16389,12
23,9.14,80.9,71.5,48.65,0.7698,3,A-,76.2,0.6667,66.67,0.6818,68.18,0.5333,53.33,Deep Focus Learner,0.7,70.0,71.13,7,82,1628,A,84.79,147,27,246.73,16390,3
15,9.9,98.22,33.05,14.29,0.5534,2,D,48.47,0.3146,31.46,0.3099,30.99,0.3333,33.33,Deep Focus Learner,0.4,40.0,34.91,0,22,1629,G,34.15,89,18,178.2,16391,9
17,11.26,118.92,31.75,25.0,0.506,3,E,44.63,0.236,23.6,0.2807,28.07,0.1562,15.62,Deep Focus Learner,0.1,10.0,33.17,1,41,1630,G,36.11,89,19,214.03,16392,7
43,12.36,110.82,73.04,54.55,0.8843,5,A+,91.23,0.713,71.3,0.7481,74.81,0.589,58.9,High Achiever,0.55,55.0,79.12,5,54,1631,A,82.75,331,59,729.42,16393,0
25,9.68,102.73,34.66,34.48,0.5318,2,C,50.07,0.3692,36.92,0.3226,32.26,0.4865,48.65,Deep Focus Learner,0.35,35.0,41.5,0,30,1632,E,41.14,130,28,270.93,16394,11
18,12.44,114.65,58.63,35.56,0.7503,2,A-,70.34,0.522,52.2,0.4865,48.65,0.5775,57.75,Weekend Learner,0.5,50.0,64.74,1,87,1633,A-,74.25,182,33,410.53,16395,3
22,11.45,96.14,43.68,32.26,0.574,2,D,47.51,0.3609,36.09,0.3866,38.66,0.1429,14.29,Fresh Starter,0.1,10.0,40.88,2,42,1634,D,49.15,133,22,251.88,16396,8
14,14.84,162.92,59.32,40.0,0.6862,2,B,64.98,0.5393,53.93,0.6,60.0,0.4773,47.73,Deep Focus Learner,0.4,40.0,65.25,1,21,1635,B,63.55,89,19,281.88,16397,3
34,11.11,101.28,44.71,30.16,0.6123,5,C,54.0,0.443,44.3,0.4634,46.34,0.3125,31.25,Flexible Learner,0.45,45.0,49.7,1,78,1636,C+,58.85,237,43,477.93,16398,10
19,10.46,87.4,20.29,5.26,0.4191,3,G,31.85,0.2054,20.54,0.2233,22.33,0.0,0.0,Fresh Starter,0.0,0.0,21.61,0,40,1637,G,27.67,112,19,198.65,16399,9
41,11.5,101.08,46.41,32.14,0.7295,3,B+,68.88,0.464,46.4,0.4916,49.16,0.3,30.0,Flexible Learner,0.25,25.0,53.15,0,66,1638,C+,59.14,278,49,563.72,16400,8
29,13.45,126.42,42.87,16.67,0.6109,4,C+,58.36,0.3879,38.79,0.4444,44.44,0.25,25.0,Deep Focus Learner,0.3,30.0,47.94,1,54,1639,C,50.66,165,30,403.38,16401,9
13,9.81,114.19,20.68,12.5,0.3812,2,G,25.42,0.1923,19.23,0.3214,32.14,0.0417,4.17,Fresh Starter,0.25,25.0,18.64,0,19,1640,G,21.53,52,13,127.47,16402,6
20,10.85,113.82,45.62,31.58,0.5778,3,D,46.23,0.4787,47.87,0.45,45.0,0.5294,52.94,Fresh Starter,0.55,55.0,56.96,1,46,1641,C+,56.07,94,20,216.92,16403,7
39,13.67,134.39,46.47,30.16,0.6856,6,B,61.74,0.4344,43.44,0.5242,52.42,0.3196,31.96,Flexible Learner,0.6,60.0,48.79,2,66,1642,C+,55.97,221,42,574.32,16404,8
39,9.74,88.11,34.98,26.23,0.5117,6,C,52.19,0.3506,35.06,0.3378,33.78,0.4483,44.83,Flexible Learner,0.25,25.0,38.67,0,66,1643,D,46.92,251,47,457.77,16405,12
25,16.54,178.47,51.76,27.85,0.749,3,A-,72.46,0.4899,48.99,0.6557,65.57,0.4161,41.61,Weekend Learner,0.3,30.0,61.68,2,90,1644,B+,68.2,198,40,661.4,16406,5
52,13.67,134.02,63.48,38.81,0.7587,5,A,80.01,0.5416,54.16,0.5892,58.92,0.4679,46.79,Consistent Climber,0.75,75.0,66.15,4,98,1645,A-,77.04,397,75,1025.45,16407,6
19,12.54,128.1,34.58,20.69,0.4957,3,E,42.81,0.336,33.6,0.3824,38.24,0.2807,28.07,Weekend Learner,0.15,15.0,37.42,0,40,1646,E,42.11,125,25,313.47,16408,9
25,12.63,111.75,56.28,51.92,0.7825,2,A-,74.0,0.548,54.8,0.5659,56.59,0.5,50.0,Deep Focus Learner,0.55,55.0,65.12,2,30,1647,B,63.12,177,31,391.63,16409,4
24,12.75,152.57,47.84,42.31,0.6405,3,B,63.64,0.5294,52.94,0.6053,60.53,0.4938,49.38,Flexible Learner,0.45,45.0,67.31,1,54,1648,B+,67.09,119,28,356.93,16410,7
33,17.57,178.23,39.18,13.16,0.5908,3,C,54.49,0.3066,30.66,0.3846,38.46,0.2612,26.12,Flexible Learner,0.3,30.0,46.74,1,100,1649,C+,57.64,212,40,702.83,16411,11
31,10.87,97.76,43.55,32.65,0.6164,4,C+,55.44,0.4,40.0,0.4078,40.78,0.3548,35.48,Flexible Learner,0.4,40.0,45.93,1,86,1650,C+,57.81,210,38,413.18,16412,6
26,10.17,94.59,65.52,59.18,0.7762,4,A-,75.87,0.6879,68.79,0.6917,69.17,0.6667,66.67,Deep Focus Learner,0.7,70.0,74.36,2,54,1651,A-,78.74,157,30,305.12,16413,3
41,11.83,120.02,61.5,39.22,0.7823,5,A-,78.27,0.5697,56.97,0.6268,62.68,0.4649,46.49,Consistent Climber,0.65,65.0,65.98,3,54,1652,A-,72.36,323,65,768.73,16414,4
42,14.29,151.03,46.4,27.38,0.6841,5,B+,69.59,0.4307,43.07,0.4775,47.75,0.3988,39.88,Consistent Climber,0.5,50.0,58.93,0,86,1653,B+,66.34,274,55,785.7,16415,9
29,10.83,100.73,47.44,36.11,0.6746,3,B+,65.2,0.492,49.2,0.4963,49.63,0.4808,48.08,Deep Focus Learner,0.3,30.0,55.53,0,66,1654,B,62.91,187,35,379.07,16416,6
31,12.51,130.31,62.8,53.33,0.7654,3,A-,72.3,0.5954,59.54,0.625,62.5,0.5507,55.07,Deep Focus Learner,0.65,65.0,72.51,3,42,1655,A-,75.85,173,35,437.7,16417,5
36,12.09,105.01,56.75,38.03,0.7345,4,A-,70.92,0.5261,52.61,0.5342,53.42,0.5,50.0,Flexible Learner,0.75,75.0,61.53,2,58,1656,B+,67.85,287,49,592.32,16418,5
36,13.33,128.6,45.13,23.53,0.6086,4,B,60.05,0.4408,44.08,0.4922,49.22,0.3614,36.14,Flexible Learner,0.6,60.0,59.37,1,42,1657,C+,57.34,211,40,533.18,16419,8
22,10.37,91.94,56.11,27.27,0.7336,2,A-,71.3,0.5255,52.55,0.5529,55.29,0.3462,34.62,Weekend Learner,0.3,30.0,56.56,2,66,1658,B+,66.58,196,35,363.05,16420,5
19,14.18,151.55,30.46,23.33,0.5066,3,D,47.09,0.3196,31.96,0.3673,36.73,0.2708,27.08,Deep Focus Learner,0.25,25.0,34.76,0,52,1659,E,42.55,97,20,283.57,16421,9
46,11.89,115.05,58.38,35.94,0.7636,5,A-,76.79,0.5544,55.44,0.5994,59.94,0.3855,38.55,Consistent Climber,0.5,50.0,63.14,2,94,1660,A-,72.31,395,76,904.02,16422,5
18,12.72,122.84,35.89,33.33,0.5913,3,D,46.41,0.4211,42.11,0.5094,50.94,0.3095,30.95,Fresh Starter,0.4,40.0,54.39,0,39,1661,C,51.2,95,18,229.0,16423,9
18,12.88,129.68,22.5,11.36,0.506,2,D,45.12,0.2237,22.37,0.2857,28.57,0.1311,13.11,Weekend Learner,0.2,20.0,28.6,0,39,1662,G,29.73,152,30,386.4,16424,13
42,12.46,109.19,59.24,36.89,0.7366,5,A-,76.68,0.5229,52.29,0.5521,55.21,0.4118,41.18,Consistent Climber,0.5,50.0,62.43,1,54,1663,B+,67.46,327,56,697.55,16425,3
32,8.76,81.73,42.66,29.41,0.636,4,C+,57.84,0.3886,38.86,0.3911,39.11,0.3571,35.71,Deep Focus Learner,0.5,50.0,43.39,0,42,1664,D,46.99,193,38,333.03,16426,8
27,11.02,98.41,45.48,27.91,0.7532,2,B+,69.29,0.411,41.1,0.4196,41.96,0.35,35.0,Flexible Learner,0.45,45.0,49.47,0,74,1665,C+,59.19,163,29,319.48,16427,7
37,11.62,109.78,69.42,53.85,0.8414,5,A,85.68,0.6783,67.83,0.7228,72.28,0.5714,57.14,Consistent Climber,0.75,75.0,77.22,3,54,1666,A-,77.28,286,53,615.95,16428,2
27,12.01,119.13,45.54,25.0,0.6495,3,B,62.17,0.4529,45.29,0.4955,49.55,0.3729,37.29,Flexible Learner,0.55,55.0,60.02,0,54,1667,B,63.62,170,33,396.27,16429,9
24,16.01,172.38,31.01,12.77,0.5701,4,C,51.27,0.2587,25.87,0.2955,29.55,0.2424,24.24,Flexible Learner,0.2,20.0,39.0,0,78,1668,D,48.52,143,29,464.33,16430,8
34,11.56,102.46,60.55,39.19,0.8058,4,A-,79.42,0.5513,55.13,0.5753,57.53,0.4318,43.18,Consistent Climber,0.65,65.0,62.51,2,94,1669,A-,74.39,263,47,543.48,16431,4
32,10.75,108.2,44.92,22.45,0.6349,3,B,64.43,0.4389,43.89,0.479,47.9,0.3148,31.48,Consistent Climber,0.45,45.0,52.27,0,82,1670,B,63.88,221,45,483.68,16432,8
34,12.17,120.84,60.96,27.85,0.7363,4,A-,75.56,0.4857,48.57,0.5146,51.46,0.4189,41.89,Consistent Climber,0.4,40.0,55.23,4,70,1671,B+,66.42,245,48,584.18,16433,4
29,13.62,139.5,55.96,37.1,0.7685,2,A-,75.26,0.5205,52.05,0.5158,51.58,0.5263,52.63,Flexible Learner,0.6,60.0,69.11,2,62,1672,A-,72.54,171,34,463.18,16434,6
32,11.78,114.71,67.77,56.0,0.78,4,A,80.81,0.6782,67.82,0.7186,71.86,0.6064,60.64,Consistent Climber,0.65,65.0,76.62,5,78,1673,A,87.0,261,50,589.05,16435,1
41,11.97,100.18,48.95,32.56,0.63,5,B,62.69,0.4642,46.42,0.4938,49.38,0.2909,29.09,Consistent Climber,0.6,60.0,50.98,1,82,1674,B,61.83,377,62,742.42,16436,6
37,10.29,92.33,70.54,50.0,0.7969,5,A,82.02,0.6548,65.48,0.6529,65.29,0.6618,66.18,Consistent Climber,0.5,50.0,73.69,6,42,1675,A-,76.92,310,58,596.85,16437,3
30,9.88,102.95,46.72,30.0,0.6756,5,B,63.66,0.4451,44.51,0.4912,49.12,0.3559,35.59,Flexible Learner,0.45,45.0,50.82,2,82,1676,C+,58.28,173,37,365.72,16438,8
25,10.0,106.85,50.53,29.41,0.6741,3,B,64.5,0.5211,52.11,0.4805,48.05,0.5692,56.92,Flexible Learner,0.65,65.0,66.0,1,42,1677,B,64.52,142,31,309.9,16439,5
16,15.9,150.94,39.14,31.82,0.693,2,B,64.52,0.447,44.7,0.4805,48.05,0.4,40.0,Weekend Learner,0.25,25.0,61.56,1,60,1678,C+,57.31,132,24,381.53,16440,10
39,14.03,160.95,31.33,17.14,0.5202,3,D,46.64,0.2917,29.17,0.3553,35.53,0.2571,25.71,Flexible Learner,0.3,30.0,43.02,0,54,1679,D,45.64,216,48,673.48,16441,13
20,14.62,134.1,34.91,17.5,0.6018,2,C+,55.38,0.3147,31.47,0.3696,36.96,0.2157,21.57,Deep Focus Learner,0.3,30.0,35.45,0,54,1680,E,41.15,143,25,365.4,16442,9
16,11.96,103.07,37.6,33.33,0.6079,2,C+,59.49,0.4641,46.41,0.504,50.4,0.2857,28.57,Weekend Learner,0.65,65.0,50.82,0,48,1681,C,51.84,153,26,311.03,16443,6
32,15.34,154.35,47.53,23.53,0.7757,3,A-,71.35,0.405,40.5,0.4,40.0,0.4118,41.18,Deep Focus Learner,0.55,55.0,59.8,1,54,1682,B,62.63,200,38,583.07,16444,8
30,11.27,118.78,49.73,20.0,0.5652,3,C+,56.48,0.4315,43.15,0.4661,46.61,0.3797,37.97,Flexible Learner,0.25,25.0,53.77,2,30,1683,C,53.05,197,41,462.17,16445,8
53,17.54,173.21,77.85,61.14,0.9216,5,A+,96.76,0.7471,74.71,0.8167,81.67,0.698,69.8,High Achiever,0.7,70.0,88.06,7,78,1684,A+,94.45,435,80,1403.52,16446,1
13,9.04,94.23,46.33,25.0,0.6149,2,D,48.9,0.4754,47.54,0.4894,48.94,0.4286,42.86,Fresh Starter,0.5,50.0,50.23,1,31,1685,C,52.79,61,13,117.57,16447,5
10,9.71,77.9,25.9,20.0,0.4598,2,G,31.28,0.2373,23.73,0.2321,23.21,0.3333,33.33,Fresh Starter,0.2,20.0,26.54,0,27,1686,G,27.55,59,10,97.15,16448,7
37,12.23,118.14,56.0,44.44,0.7619,9,B+,69.92,0.4929,49.29,0.5238,52.38,0.4219,42.19,Flexible Learner,0.3,30.0,60.75,4,42,1687,B,63.53,211,40,489.03,16449,7
54,17.71,176.92,72.54,51.4,0.9339,5,A+,94.81,0.6715,67.15,0.7778,77.78,0.6124,61.24,High Achiever,0.45,45.0,82.4,6,66,1688,A,88.75,478,89,1575.77,16450,2
28,12.19,125.42,44.63,31.43,0.6914,4,B+,65.43,0.4362,43.62,0.4835,48.35,0.3621,36.21,Deep Focus Learner,0.35,35.0,53.3,3,42,1689,C,53.03,149,30,365.6,16451,9
37,12.82,138.52,53.71,44.44,0.6828,5,B+,66.1,0.457,45.7,0.4474,44.74,0.4621,46.21,Flexible Learner,0.4,40.0,56.52,3,100,1690,B+,67.1,221,47,602.58,16452,8
56,16.21,168.13,74.31,58.64,0.9228,4,A+,97.47,0.7146,71.46,0.8,80.0,0.6575,65.75,High Achiever,0.75,75.0,86.09,5,98,1691,A+,97.33,424,83,1345.67,16453,0
35,12.18,110.94,50.35,28.57,0.6638,2,B,62.19,0.4758,47.58,0.5163,51.63,0.3023,30.23,Flexible Learner,0.5,50.0,52.39,0,70,1692,B,61.03,227,41,499.25,16454,7
25,12.31,124.72,43.69,33.33,0.6078,4,B,60.25,0.415,41.5,0.4706,47.06,0.3671,36.71,Flexible Learner,0.3,30.0,55.27,2,42,1693,C,54.36,147,29,356.85,16455,8
22,9.92,91.07,38.03,32.0,0.5605,3,C,53.5,0.4074,40.74,0.4123,41.23,0.381,38.1,Deep Focus Learner,0.45,45.0,46.9,0,54,1694,D,49.7,135,26,258.0,16456,9
21,9.89,95.31,40.85,31.25,0.6051,2,C+,57.4,0.3784,37.84,0.3913,39.13,0.3158,31.58,Weekend Learner,0.45,45.0,45.45,0,42,1695,D,48.88,222,43,425.37,16457,11
21,10.21,90.64,72.96,64.29,0.7974,2,A-,79.19,0.6594,65.94,0.6387,63.87,0.7895,78.95,Deep Focus Learner,0.8,80.0,72.89,4,30,1696,A-,77.3,138,25,255.3,16458,2
30,12.62,122.21,53.83,36.0,0.6902,4,B+,67.68,0.489,48.9,0.5083,50.83,0.4516,45.16,Flexible Learner,0.55,55.0,61.13,1,90,1697,B+,69.46,182,35,441.87,16459,7
48,11.65,101.74,71.17,50.78,0.8463,5,A,88.75,0.6634,66.34,0.6943,69.43,0.4833,48.33,Consistent Climber,0.75,75.0,70.99,5,66,1698,A,81.25,410,71,827.43,16460,1
25,10.9,97.46,63.81,57.41,0.7519,2,A-,73.58,0.6171,61.71,0.6242,62.42,0.5769,57.69,Deep Focus Learner,0.6,60.0,66.79,2,54,1699,A-,72.67,175,31,337.98,16461,0
30,13.06,123.12,32.09,8.0,0.4878,5,E,43.72,0.2752,27.52,0.2886,28.86,0.2464,24.64,Flexible Learner,0.35,35.0,33.74,0,90,1700,D,45.73,218,40,522.22,16462,10
